building_event_id,building_id,event_type,event_date,date_precision,cause,description
CHI-B1860-019-E02,CHI-B1860-019,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,unknown
CHI-B1860-020-E01,CHI-B1860-020,completion,1868,phased,,Construction/completion evidence
CHI-B1860-020-E02,CHI-B1860-020,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-020-E03,CHI-B1860-020,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-021-E01,CHI-B1860-021,completion,1864,exact,,Construction/completion evidence
CHI-B1860-021-E02,CHI-B1860-021,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-022-E01,CHI-B1860-022,completion,1865,exact,,Construction/completion evidence
CHI-B1860-022-E02,CHI-B1860-022,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-022-E03,CHI-B1860-022,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-023-E01,CHI-B1860-023,completion,1865,exact,,Construction/completion evidence
CHI-B1860-023-E02,CHI-B1860-023,demolition_or_loss,1971,exact,Facility closed; most structures later demolished,closed/redeveloped
CHI-B1860-023-E03,CHI-B1860-023,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-024-E01,CHI-B1860-024,completion,1865,seasonal_exact,,Construction/completion evidence
CHI-B1860-024-E02,CHI-B1860-024,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-024-E03,CHI-B1860-024,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-025-E01,CHI-B1860-025,completion,1867,phased,,Construction/completion evidence
CHI-B1860-025-E02,CHI-B1860-025,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-026-E01,CHI-B1860-026,completion,1865,exact,,Construction/completion evidence
CHI-B1860-026-E02,CHI-B1860-026,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-027-E01,CHI-B1860-027,completion,1867,exact,,Construction/completion evidence
CHI-B1860-027-E02,CHI-B1860-027,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-027-E03,CHI-B1860-027,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-028-E01,CHI-B1860-028,completion,1867,exact,,Construction/completion evidence
CHI-B1860-028-E02,CHI-B1860-028,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,unknown
CHI-B1860-029-E01,CHI-B1860-029,completion,1865,exact,,Construction/completion evidence
CHI-B1860-029-E02,CHI-B1860-029,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,unknown
CHI-B1860-030-E01,CHI-B1860-030,completion,1866,exact,,Construction/completion evidence
CHI-B1860-030-E02,CHI-B1860-030,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-031-E01,CHI-B1860-031,completion,1866,exact,,Construction/completion evidence
CHI-B1860-031-E02,CHI-B1860-031,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-032-E01,CHI-B1860-032,completion,1866,seasonal_exact,,Construction/completion evidence
CHI-B1860-032-E02,CHI-B1860-032,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-033-E01,CHI-B1860-033,completion,1867,exact,,Construction/completion evidence
CHI-B1860-033-E02,CHI-B1860-033,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-034-E01,CHI-B1860-034,completion,1867,exact,,Construction/completion evidence
CHI-B1860-034-E02,CHI-B1860-034,demolition_or_loss,1868,exact,Fire on January 7,destroyed
CHI-B1860-034-E03,CHI-B1860-034,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not exposed
CHI-B1860-035-E01,CHI-B1860-035,completion,1867,exact,,Construction/completion evidence
CHI-B1860-035-E02,CHI-B1860-035,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-036-E01,CHI-B1860-036,completion,1867,exact,,Construction/completion evidence
CHI-B1860-036-E02,CHI-B1860-036,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-037-E01,CHI-B1860-037,completion,1867,active_by,,Construction/completion evidence
CHI-B1860-037-E02,CHI-B1860-037,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-037-E03,CHI-B1860-037,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-038-E01,CHI-B1860-038,completion,1867,exact,,Construction/completion evidence
CHI-B1860-038-E02,CHI-B1860-038,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-038-E03,CHI-B1860-038,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-039-E01,CHI-B1860-039,completion,1868,exact,,Construction/completion evidence
CHI-B1860-039-E02,CHI-B1860-039,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-039-E03,CHI-B1860-039,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-040-E01,CHI-B1860-040,completion,1868,exact,,Construction/completion evidence
CHI-B1860-040-E02,CHI-B1860-040,demolition_or_loss,1871,exact,Great Chicago Fire; almost total loss,destroyed/reconstructed
CHI-B1860-040-E03,CHI-B1860-040,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-041-E01,CHI-B1860-041,completion,1868,exact,,Construction/completion evidence
CHI-B1860-041-E02,CHI-B1860-041,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-041-E03,CHI-B1860-041,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-042-E01,CHI-B1860-042,completion,1868,exact,,Construction/completion evidence
CHI-B1860-042-E02,CHI-B1860-042,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-043-E01,CHI-B1860-043,completion,1868,exact,,Construction/completion evidence
CHI-B1860-043-E02,CHI-B1860-043,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-044-E01,CHI-B1860-044,completion,1868,exact,,Construction/completion evidence
CHI-B1860-044-E02,CHI-B1860-044,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-045-E01,CHI-B1860-045,completion,1868,exact,,Construction/completion evidence
CHI-B1860-045-E02,CHI-B1860-045,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-046-E01,CHI-B1860-046,completion,1869,exact,,Construction/completion evidence
CHI-B1860-046-E02,CHI-B1860-046,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-047-E01,CHI-B1860-047,completion,1869,exact,,Construction/completion evidence
CHI-B1860-047-E02,CHI-B1860-047,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-048-E01,CHI-B1860-048,completion,1869,exact,,Construction/completion evidence
CHI-B1860-048-E02,CHI-B1860-048,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-048-E03,CHI-B1860-048,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-049-E01,CHI-B1860-049,completion,1869,exact,,Construction/completion evidence
CHI-B1860-049-E02,CHI-B1860-049,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-049-E03,CHI-B1860-049,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-050-E01,CHI-B1860-050,completion,1869,exact,,Construction/completion evidence
CHI-B1860-050-E02,CHI-B1860-050,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-051-E01,CHI-B1860-051,completion,1869,exact,,Construction/completion evidence
CHI-B1860-051-E02,CHI-B1860-051,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-051-E03,CHI-B1860-051,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-052-E01,CHI-B1860-052,completion,1869,exact,,Construction/completion evidence
CHI-B1860-052-E02,CHI-B1860-052,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-053-E01,CHI-B1860-053,completion,1869,exact,,Construction/completion evidence
CHI-B1860-053-E02,CHI-B1860-053,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-054-E01,CHI-B1860-054,completion,1869,exact,,Construction/completion evidence
CHI-B1860-054-E02,CHI-B1860-054,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-055-E01,CHI-B1860-055,completion,1872,exact,,Construction/completion evidence
CHI-B1860-055-E02,CHI-B1860-055,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-056-E01,CHI-B1860-056,completion,1869,exact,,Construction/completion evidence
CHI-B1860-056-E02,CHI-B1860-056,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-B1860-056-E03,CHI-B1860-056,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-B1860-057-E01,CHI-B1860-057,completion,1869,exact,,Construction/completion evidence
CHI-B1860-057-E02,CHI-B1860-057,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-058-E01,CHI-B1860-058,completion,1870,exact,,Construction/completion evidence
CHI-B1860-058-E02,CHI-B1860-058,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-059-E01,CHI-B1860-059,completion,1870,exact,,Construction/completion evidence
CHI-B1860-059-E02,CHI-B1860-059,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-B1860-060-E01,CHI-B1860-060,completion,1867,exact,,Construction/completion evidence
CHI-B1860-060-E02,CHI-B1860-060,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-001-E01,CHI-CHI1870-001,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-001-E02,CHI-CHI1870-001,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-002-E01,CHI-CHI1870-002,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-002-E02,CHI-CHI1870-002,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-CHI1870-002-E03,CHI-CHI1870-002,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-CHI1870-003-E01,CHI-CHI1870-003,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-CHI1870-003-E02,CHI-CHI1870-003,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-CHI1870-004-E01,CHI-CHI1870-004,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-004-E02,CHI-CHI1870-004,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-CHI1870-004-E03,CHI-CHI1870-004,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-CHI1870-005-E01,CHI-CHI1870-005,completion,1873,approximate,,Construction/completion evidence
CHI-CHI1870-005-E02,CHI-CHI1870-005,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived-foundations
CHI-CHI1870-006-E01,CHI-CHI1870-006,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-006-E02,CHI-CHI1870-006,demolition_or_loss,1870,exact,fire,destroyed
CHI-CHI1870-006-E03,CHI-CHI1870-006,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not-present
CHI-CHI1870-007-E01,CHI-CHI1870-007,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-007-E02,CHI-CHI1870-007,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-CHI1870-007-E03,CHI-CHI1870-007,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-CHI1870-008-E01,CHI-CHI1870-008,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-008-E02,CHI-CHI1870-008,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-009-E01,CHI-CHI1870-009,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-009-E02,CHI-CHI1870-009,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-010-E01,CHI-CHI1870-010,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-010-E02,CHI-CHI1870-010,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,damaged-not-destroyed
CHI-CHI1870-011-E01,CHI-CHI1870-011,completion,1871,range,,Construction/completion evidence
CHI-CHI1870-011-E02,CHI-CHI1870-011,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,uncertain
CHI-CHI1870-012-E01,CHI-CHI1870-012,completion,1871,range,,Construction/completion evidence
CHI-CHI1870-012-E02,CHI-CHI1870-012,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,uncertain
CHI-CHI1870-013-E01,CHI-CHI1870-013,completion,1871,range,,Construction/completion evidence
CHI-CHI1870-013-E02,CHI-CHI1870-013,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,uncertain
CHI-CHI1870-014-E01,CHI-CHI1870-014,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-014-E02,CHI-CHI1870-014,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-CHI1870-014-E03,CHI-CHI1870-014,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-CHI1870-015-E01,CHI-CHI1870-015,completion,1871,range,,Construction/completion evidence
CHI-CHI1870-015-E02,CHI-CHI1870-015,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,no-destruction-reported
CHI-CHI1870-016-E01,CHI-CHI1870-016,completion,1871,range,,Construction/completion evidence
CHI-CHI1870-016-E02,CHI-CHI1870-016,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,no-destruction-reported
CHI-CHI1870-017-E01,CHI-CHI1870-017,completion,1871,range,,Construction/completion evidence
CHI-CHI1870-017-E02,CHI-CHI1870-017,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,no-destruction-reported
CHI-CHI1870-018-E01,CHI-CHI1870-018,completion,1871,range,,Construction/completion evidence
CHI-CHI1870-018-E02,CHI-CHI1870-018,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,no-destruction-reported
CHI-CHI1870-019-E01,CHI-CHI1870-019,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-019-E02,CHI-CHI1870-019,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,outside-fire-area
CHI-CHI1870-020-E01,CHI-CHI1870-020,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-020-E02,CHI-CHI1870-020,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-021-E01,CHI-CHI1870-021,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-022-E01,CHI-CHI1870-022,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-022-E02,CHI-CHI1870-022,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,uncertain
CHI-CHI1870-023-E01,CHI-CHI1870-023,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-023-E02,CHI-CHI1870-023,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-CHI1870-023-E03,CHI-CHI1870-023,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-CHI1870-024-E01,CHI-CHI1870-024,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-024-E02,CHI-CHI1870-024,demolition_or_loss,1871,exact,Great Chicago Fire,destroyed
CHI-CHI1870-024-E03,CHI-CHI1870-024,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,destroyed
CHI-CHI1870-025-E01,CHI-CHI1870-025,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-025-E02,CHI-CHI1870-025,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-026-E01,CHI-CHI1870-026,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-026-E02,CHI-CHI1870-026,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-027-E01,CHI-CHI1870-027,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-027-E02,CHI-CHI1870-027,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-028-E01,CHI-CHI1870-028,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-028-E02,CHI-CHI1870-028,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-029-E01,CHI-CHI1870-029,completion,1872,exact,,Construction/completion evidence
CHI-CHI1870-029-E02,CHI-CHI1870-029,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived-under-construction
CHI-CHI1870-030-E01,CHI-CHI1870-030,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-030-E02,CHI-CHI1870-030,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-031-E01,CHI-CHI1870-031,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived-under-construction
CHI-CHI1870-032-E01,CHI-CHI1870-032,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-032-E02,CHI-CHI1870-032,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-033-E01,CHI-CHI1870-033,completion,1870,approximate,,Construction/completion evidence
CHI-CHI1870-033-E02,CHI-CHI1870-033,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-034-E01,CHI-CHI1870-034,completion,1871,approximate,,Construction/completion evidence
CHI-CHI1870-034-E02,CHI-CHI1870-034,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,uncertain
CHI-CHI1870-035-E01,CHI-CHI1870-035,completion,1871,approximate,,Construction/completion evidence
CHI-CHI1870-035-E02,CHI-CHI1870-035,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-036-E01,CHI-CHI1870-036,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-036-E02,CHI-CHI1870-036,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-037-E01,CHI-CHI1870-037,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-037-E02,CHI-CHI1870-037,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-038-E01,CHI-CHI1870-038,completion,1871,exact,,Construction/completion evidence
CHI-CHI1870-038-E02,CHI-CHI1870-038,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,outside-city-at-construction
CHI-CHI1870-039-E01,CHI-CHI1870-039,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-039-E02,CHI-CHI1870-039,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-040-E01,CHI-CHI1870-040,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-040-E02,CHI-CHI1870-040,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-CHI1870-041-E01,CHI-CHI1870-041,completion,1870,exact,,Construction/completion evidence
CHI-CHI1870-041-E02,CHI-CHI1870-041,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,survived
CHI-PRE1830-001-E01,CHI-PRE1830-001,completion,1674,seasonal_approximate,,Construction/completion evidence
CHI-PRE1830-001-E02,CHI-PRE1830-001,demolition_or_loss,1675,approximate,abandoned_or_dismantled,demolished
CHI-PRE1830-001-E03,CHI-PRE1830-001,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-002-E01,CHI-PRE1830-002,completion,1779,before_or_by,,Construction/completion evidence
CHI-PRE1830-002-E02,CHI-PRE1830-002,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-003-E01,CHI-PRE1830-003,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-003-E02,CHI-PRE1830-003,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-004-E01,CHI-PRE1830-004,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-004-E02,CHI-PRE1830-004,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-005-E01,CHI-PRE1830-005,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-005-E02,CHI-PRE1830-005,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-006-E01,CHI-PRE1830-006,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-006-E02,CHI-PRE1830-006,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-007-E01,CHI-PRE1830-007,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-007-E02,CHI-PRE1830-007,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-008-E01,CHI-PRE1830-008,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-008-E02,CHI-PRE1830-008,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-009-E01,CHI-PRE1830-009,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-009-E02,CHI-PRE1830-009,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-010-E01,CHI-PRE1830-010,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-010-E02,CHI-PRE1830-010,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-011-E01,CHI-PRE1830-011,completion,1800,before_or_by,,Construction/completion evidence
CHI-PRE1830-011-E02,CHI-PRE1830-011,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-012-E01,CHI-PRE1830-012,completion,1803,before_or_by,,Construction/completion evidence
CHI-PRE1830-012-E02,CHI-PRE1830-012,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-013-E01,CHI-PRE1830-013,completion,1803,before_or_by,,Construction/completion evidence
CHI-PRE1830-013-E02,CHI-PRE1830-013,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-014-E01,CHI-PRE1830-014,completion,1798,before_or_by,,Construction/completion evidence
CHI-PRE1830-014-E02,CHI-PRE1830-014,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-015-E01,CHI-PRE1830-015,completion,1804,year_range,,Construction/completion evidence
CHI-PRE1830-015-E02,CHI-PRE1830-015,demolition_or_loss,1812,exact,burned_after_battle,destroyed
CHI-PRE1830-015-E03,CHI-PRE1830-015,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-016-E01,CHI-PRE1830-016,completion,1805,exact,,Construction/completion evidence
CHI-PRE1830-016-E02,CHI-PRE1830-016,demolition_or_loss,1812,exact,burned_after_battle,destroyed
CHI-PRE1830-016-E03,CHI-PRE1830-016,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-017-E01,CHI-PRE1830-017,completion,1804,before_or_by,,Construction/completion evidence
CHI-PRE1830-017-E02,CHI-PRE1830-017,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-018-E01,CHI-PRE1830-018,completion,1812,before_or_by,,Construction/completion evidence
CHI-PRE1830-018-E02,CHI-PRE1830-018,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-019-E01,CHI-PRE1830-019,completion,1812,before_or_by,,Construction/completion evidence
CHI-PRE1830-019-E02,CHI-PRE1830-019,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-020-E01,CHI-PRE1830-020,completion,1816,exact,,Construction/completion evidence
CHI-PRE1830-020-E02,CHI-PRE1830-020,demolition_or_loss,1857,approximate,decommissioned_and_demolished,demolished
CHI-PRE1830-020-E03,CHI-PRE1830-020,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-021-E01,CHI-PRE1830-021,completion,1816,exact,,Construction/completion evidence
CHI-PRE1830-021-E02,CHI-PRE1830-021,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-022-E01,CHI-PRE1830-022,completion,1815,exact,,Construction/completion evidence
CHI-PRE1830-022-E02,CHI-PRE1830-022,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-023-E01,CHI-PRE1830-023,completion,1818,exact,,Construction/completion evidence
CHI-PRE1830-023-E02,CHI-PRE1830-023,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-024-E01,CHI-PRE1830-024,completion,1812,before_or_by,,Construction/completion evidence
CHI-PRE1830-024-E02,CHI-PRE1830-024,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-025-E01,CHI-PRE1830-025,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-025-E02,CHI-PRE1830-025,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-026-E01,CHI-PRE1830-026,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-026-E02,CHI-PRE1830-026,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-027-E01,CHI-PRE1830-027,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-027-E02,CHI-PRE1830-027,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-028-E01,CHI-PRE1830-028,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-028-E02,CHI-PRE1830-028,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-029-E01,CHI-PRE1830-029,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-029-E02,CHI-PRE1830-029,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
CHI-PRE1830-030-E01,CHI-PRE1830-030,completion,1826,before_or_by,,Construction/completion evidence
CHI-PRE1830-030-E02,CHI-PRE1830-030,1871_fire_fate_assertion,1871-10-08/10,date_range,Great Chicago Fire,not_present
