assertion_id,building_id,field_name,asserted_value,source_keys,confidence,needs_review,research_note
CHI-CHI1850-058-A04,CHI-CHI1850-058,architect_or_builder,not identified,ANDREAS_V2,medium,true,"Opened in 1859. The source does not establish a construction year; treat 1859 as hotel opening/first-use evidence, not exact building completion."
CHI-CHI1850-058-A05,CHI-CHI1850-058,fire_fate_1871,not established,ANDREAS_V2,medium,true,"Opened in 1859. The source does not establish a construction year; treat 1859 as hotel opening/first-use evidence, not exact building completion."
CHI-CHI1850-059-A01,CHI-CHI1850-059,existence_and_identity,Rice's Theater (second),ANDREAS_V1;ANDREAS_V2,high,false,"Completed January 1851 and opened in February. Building measured about 80 by 100 feet and had galvanized-iron cornices. The OCR of the reported cost is ambiguous, so cost is not normalized here."
CHI-CHI1850-059-A02,CHI-CHI1850-059,year_completed,1851,ANDREAS_V1;ANDREAS_V2,high,false,"Completed January 1851 and opened in February. Building measured about 80 by 100 feet and had galvanized-iron cornices. The OCR of the reported cost is ambiguous, so cost is not normalized here."
CHI-CHI1850-059-A03,CHI-CHI1850-059,historical_address,Dearborn Street between Randolph and Washington Streets,ANDREAS_V1;ANDREAS_V2,high,false,"Completed January 1851 and opened in February. Building measured about 80 by 100 feet and had galvanized-iron cornices. The OCR of the reported cost is ambiguous, so cost is not normalized here."
CHI-CHI1850-059-A04,CHI-CHI1850-059,architect_or_builder,John M. Van Osdel (architect); C. and W. Price (masons); Updike & Sollitt (builders),ANDREAS_V1;ANDREAS_V2,high,false,"Completed January 1851 and opened in February. Building measured about 80 by 100 feet and had galvanized-iron cornices. The OCR of the reported cost is ambiguous, so cost is not normalized here."
CHI-CHI1850-059-A05,CHI-CHI1850-059,year_demolished,1861,ANDREAS_V1;ANDREAS_V2,high,false,"Completed January 1851 and opened in February. Building measured about 80 by 100 feet and had galvanized-iron cornices. The OCR of the reported cost is ambiguous, so cost is not normalized here."
CHI-CHI1850-059-A06,CHI-CHI1850-059,fire_fate_1871,not applicable—demolished before 1871,ANDREAS_V1;ANDREAS_V2,high,false,"Completed January 1851 and opened in February. Building measured about 80 by 100 feet and had galvanized-iron cornices. The OCR of the reported cost is ambiguous, so cost is not normalized here."
CHI-CHI1850-060-A01,CHI-CHI1850-060,existence_and_identity,First German Theater,ANDREAS_V1,high,true,Andreas identifies this as Chicago's first German theater and says it burned early in 1853. No dimensions or builder were found in the cited passage.
CHI-CHI1850-060-A02,CHI-CHI1850-060,year_completed,1852,ANDREAS_V1,high,true,Andreas identifies this as Chicago's first German theater and says it burned early in 1853. No dimensions or builder were found in the cited passage.
CHI-CHI1850-060-A03,CHI-CHI1850-060,historical_address,West Randolph Street near Canal Street,ANDREAS_V1,high,true,Andreas identifies this as Chicago's first German theater and says it burned early in 1853. No dimensions or builder were found in the cited passage.
CHI-CHI1850-060-A04,CHI-CHI1850-060,architect_or_builder,not identified,ANDREAS_V1,high,true,Andreas identifies this as Chicago's first German theater and says it burned early in 1853. No dimensions or builder were found in the cited passage.
CHI-CHI1850-060-A05,CHI-CHI1850-060,year_demolished,1853,ANDREAS_V1,high,true,Andreas identifies this as Chicago's first German theater and says it burned early in 1853. No dimensions or builder were found in the cited passage.
CHI-CHI1850-060-A06,CHI-CHI1850-060,fire_fate_1871,not applicable—destroyed before 1871,ANDREAS_V1,high,true,Andreas identifies this as Chicago's first German theater and says it burned early in 1853. No dimensions or builder were found in the cited passage.
CHI-CHI1850-061-A01,CHI-CHI1850-061,existence_and_identity,North's National Amphitheater,ANDREAS_V1,high,true,"About 90 by 206 feet; seating 3,062; 42-foot ring; 120 gas jets; rear company rooms and horse stables. Newspaper chronology places opening on November 19, 1855."
CHI-CHI1850-061-A02,CHI-CHI1850-061,year_completed,1855,ANDREAS_V1,high,true,"About 90 by 206 feet; seating 3,062; 42-foot ring; 120 gas jets; rear company rooms and horse stables. Newspaper chronology places opening on November 19, 1855."
CHI-CHI1850-061-A03,CHI-CHI1850-061,historical_address,Monroe Street between Clark and South Wells (later Fifth Avenue),ANDREAS_V1,high,true,"About 90 by 206 feet; seating 3,062; 42-foot ring; 120 gas jets; rear company rooms and horse stables. Newspaper chronology places opening on November 19, 1855."
CHI-CHI1850-061-A04,CHI-CHI1850-061,architect_or_builder,Levi J. North and Harry Turner,ANDREAS_V1,high,true,"About 90 by 206 feet; seating 3,062; 42-foot ring; 120 gas jets; rear company rooms and horse stables. Newspaper chronology places opening on November 19, 1855."
CHI-CHI1850-061-A05,CHI-CHI1850-061,fire_fate_1871,not established,ANDREAS_V1,high,true,"About 90 by 206 feet; seating 3,062; 42-foot ring; 120 gas jets; rear company rooms and horse stables. Newspaper chronology places opening on November 19, 1855."
CHI-CHI1850-062-A01,CHI-CHI1850-062,existence_and_identity,German Theater at Wells and Indiana Streets,ANDREAS_V1,medium,true,"Opened April 19, 1856 in a new building. The cited chronicle establishes new construction and opening but not dimensions, owner, or later fate."
CHI-CHI1850-062-A02,CHI-CHI1850-062,year_completed,1856,ANDREAS_V1,medium,true,"Opened April 19, 1856 in a new building. The cited chronicle establishes new construction and opening but not dimensions, owner, or later fate."
CHI-CHI1850-062-A03,CHI-CHI1850-062,historical_address,Corner Wells and Indiana Streets,ANDREAS_V1,medium,true,"Opened April 19, 1856 in a new building. The cited chronicle establishes new construction and opening but not dimensions, owner, or later fate."
CHI-CHI1850-062-A04,CHI-CHI1850-062,architect_or_builder,not identified,ANDREAS_V1,medium,true,"Opened April 19, 1856 in a new building. The cited chronicle establishes new construction and opening but not dimensions, owner, or later fate."
CHI-CHI1850-062-A05,CHI-CHI1850-062,fire_fate_1871,not established,ANDREAS_V1,medium,true,"Opened April 19, 1856 in a new building. The cited chronicle establishes new construction and opening but not dimensions, owner, or later fate."
CHI-CHI1850-063-A01,CHI-CHI1850-063,existence_and_identity,Hamilton House at Clark and North Water,ANDREAS_V2,high,false,"Not new construction: the 1840 Washington House was moved from South Water near Clark in 1851, enlarged, remodeled, and renamed. Included as a major physical relocation/alteration; torn down spring 1868."
CHI-CHI1850-063-A02,CHI-CHI1850-063,year_completed,1851,ANDREAS_V2,high,false,"Not new construction: the 1840 Washington House was moved from South Water near Clark in 1851, enlarged, remodeled, and renamed. Included as a major physical relocation/alteration; torn down spring 1868."
CHI-CHI1850-063-A03,CHI-CHI1850-063,historical_address,Southeast corner Clark and North Water Streets,ANDREAS_V2,high,false,"Not new construction: the 1840 Washington House was moved from South Water near Clark in 1851, enlarged, remodeled, and renamed. Included as a major physical relocation/alteration; torn down spring 1868."
CHI-CHI1850-063-A04,CHI-CHI1850-063,architect_or_builder,not identified,ANDREAS_V2,high,false,"Not new construction: the 1840 Washington House was moved from South Water near Clark in 1851, enlarged, remodeled, and renamed. Included as a major physical relocation/alteration; torn down spring 1868."
CHI-CHI1850-063-A05,CHI-CHI1850-063,year_demolished,1868,ANDREAS_V2,high,false,"Not new construction: the 1840 Washington House was moved from South Water near Clark in 1851, enlarged, remodeled, and renamed. Included as a major physical relocation/alteration; torn down spring 1868."
CHI-CHI1850-063-A06,CHI-CHI1850-063,fire_fate_1871,not applicable—demolished before 1871,ANDREAS_V2,high,false,"Not new construction: the 1840 Washington House was moved from South Water near Clark in 1851, enlarged, remodeled, and renamed. Included as a major physical relocation/alteration; torn down spring 1868."
CHI-CHI1850-064-A01,CHI-CHI1850-064,existence_and_identity,First German Evangelical Lutheran Church at Polk and Edina,ANDREAS_V1,high,true,"The first congregation moved its earlier building to Clark Street in 1852, then erected this church in 1855 and worshiped here until the fire. Historical Edina Place requires street crosswalk research."
CHI-CHI1850-064-A02,CHI-CHI1850-064,year_completed,1855,ANDREAS_V1,high,true,"The first congregation moved its earlier building to Clark Street in 1852, then erected this church in 1855 and worshiped here until the fire. Historical Edina Place requires street crosswalk research."
CHI-CHI1850-064-A03,CHI-CHI1850-064,historical_address,Corner Polk Street and Edina Place,ANDREAS_V1,high,true,"The first congregation moved its earlier building to Clark Street in 1852, then erected this church in 1855 and worshiped here until the fire. Historical Edina Place requires street crosswalk research."
CHI-CHI1850-064-A04,CHI-CHI1850-064,architect_or_builder,not identified,ANDREAS_V1,high,true,"The first congregation moved its earlier building to Clark Street in 1852, then erected this church in 1855 and worshiped here until the fire. Historical Edina Place requires street crosswalk research."
CHI-CHI1850-064-A05,CHI-CHI1850-064,year_demolished,1871,ANDREAS_V1,high,true,"The first congregation moved its earlier building to Clark Street in 1852, then erected this church in 1855 and worshiped here until the fire. Historical Edina Place requires street crosswalk research."
CHI-CHI1850-064-A06,CHI-CHI1850-064,fire_fate_1871,"destroyed in Great Chicago Fire, 1871",ANDREAS_V1,high,true,"The first congregation moved its earlier building to Clark Street in 1852, then erected this church in 1855 and worshiped here until the fire. Historical Edina Place requires street crosswalk research."
CHI-CHI1850-065-A01,CHI-CHI1850-065,existence_and_identity,Second German Evangelical Lutheran Church,ANDREAS_V1,high,true,"The source directly states that the Second Church erected this building in 1856; dimensions, fabric, and later fate were not established in this pass."
CHI-CHI1850-065-A02,CHI-CHI1850-065,year_completed,1856,ANDREAS_V1,high,true,"The source directly states that the Second Church erected this building in 1856; dimensions, fabric, and later fate were not established in this pass."
CHI-CHI1850-065-A03,CHI-CHI1850-065,historical_address,Southeast corner Wells Street and Chicago Avenue,ANDREAS_V1,high,true,"The source directly states that the Second Church erected this building in 1856; dimensions, fabric, and later fate were not established in this pass."
CHI-CHI1850-065-A04,CHI-CHI1850-065,architect_or_builder,not identified,ANDREAS_V1,high,true,"The source directly states that the Second Church erected this building in 1856; dimensions, fabric, and later fate were not established in this pass."
CHI-CHI1850-065-A05,CHI-CHI1850-065,fire_fate_1871,not established,ANDREAS_V1,high,true,"The source directly states that the Second Church erected this building in 1856; dimensions, fabric, and later fate were not established in this pass."
CHI-CHI1850-066-A01,CHI-CHI1850-066,existence_and_identity,St. John's Episcopal Church (first building),ANDREAS_V1,high,true,"Plain frame church about 30 by 65 feet, initially seating 300. Pews were offered September 1, 1856; the building was enlarged in 1857 to about 500 seats. Address needs parish-specific research."
CHI-CHI1850-066-A02,CHI-CHI1850-066,year_completed,1856,ANDREAS_V1,high,true,"Plain frame church about 30 by 65 feet, initially seating 300. Pews were offered September 1, 1856; the building was enlarged in 1857 to about 500 seats. Address needs parish-specific research."
CHI-CHI1850-066-A03,CHI-CHI1850-066,historical_address,location not established,ANDREAS_V1,high,true,"Plain frame church about 30 by 65 feet, initially seating 300. Pews were offered September 1, 1856; the building was enlarged in 1857 to about 500 seats. Address needs parish-specific research."
CHI-CHI1850-066-A04,CHI-CHI1850-066,architect_or_builder,not identified,ANDREAS_V1,high,true,"Plain frame church about 30 by 65 feet, initially seating 300. Pews were offered September 1, 1856; the building was enlarged in 1857 to about 500 seats. Address needs parish-specific research."
CHI-CHI1850-066-A05,CHI-CHI1850-066,fire_fate_1871,not established,ANDREAS_V1,high,true,"Plain frame church about 30 by 65 feet, initially seating 300. Pews were offered September 1, 1856; the building was enlarged in 1857 to about 500 seats. Address needs parish-specific research."
CHI-CHI1850-067-A01,CHI-CHI1850-067,existence_and_identity,First German Methodist Episcopal Church on Clybourn Avenue,ANDREAS_V1,high,true,"Wood building about 30 by 50 feet and cost roughly $2,000. Moved to the back of the lot in 1863 when a brick church replaced it; Andreas states the fire swept away all church property."
CHI-CHI1850-067-A02,CHI-CHI1850-067,year_completed,1857,ANDREAS_V1,high,true,"Wood building about 30 by 50 feet and cost roughly $2,000. Moved to the back of the lot in 1863 when a brick church replaced it; Andreas states the fire swept away all church property."
CHI-CHI1850-067-A03,CHI-CHI1850-067,historical_address,Clybourn Avenue; exact parcel not established,ANDREAS_V1,high,true,"Wood building about 30 by 50 feet and cost roughly $2,000. Moved to the back of the lot in 1863 when a brick church replaced it; Andreas states the fire swept away all church property."
CHI-CHI1850-067-A04,CHI-CHI1850-067,architect_or_builder,not identified,ANDREAS_V1,high,true,"Wood building about 30 by 50 feet and cost roughly $2,000. Moved to the back of the lot in 1863 when a brick church replaced it; Andreas states the fire swept away all church property."
CHI-CHI1850-067-A05,CHI-CHI1850-067,year_demolished,1871,ANDREAS_V1,high,true,"Wood building about 30 by 50 feet and cost roughly $2,000. Moved to the back of the lot in 1863 when a brick church replaced it; Andreas states the fire swept away all church property."
CHI-CHI1850-067-A06,CHI-CHI1850-067,fire_fate_1871,"destroyed in Great Chicago Fire, 1871",ANDREAS_V1,high,true,"Wood building about 30 by 50 feet and cost roughly $2,000. Moved to the back of the lot in 1863 when a brick church replaced it; Andreas states the fire swept away all church property."
CHI-B1860-001-A01,CHI-B1860-001,existence_and_identity,Republican Wigwam,EOC_WIGWAM;LOC_WIGWAM_IMAGE,high,true,Built in little more than a month; later subdivided as stores. Demolition year is represented by midpoint only; source gives 1867-71 range.
CHI-B1860-001-A02,CHI-B1860-001,year_completed,1860,EOC_WIGWAM;LOC_WIGWAM_IMAGE,high,true,Built in little more than a month; later subdivided as stores. Demolition year is represented by midpoint only; source gives 1867-71 range.
CHI-B1860-001-A03,CHI-B1860-001,historical_address,Lake Street near Market Street,EOC_WIGWAM;LOC_WIGWAM_IMAGE,high,true,Built in little more than a month; later subdivided as stores. Demolition year is represented by midpoint only; source gives 1867-71 range.
CHI-B1860-001-A04,CHI-B1860-001,year_demolished,1869,EOC_WIGWAM;LOC_WIGWAM_IMAGE,high,true,Built in little more than a month; later subdivided as stores. Demolition year is represented by midpoint only; source gives 1867-71 range.
CHI-B1860-001-A05,CHI-B1860-001,fire_fate_1871,not exposed,EOC_WIGWAM;LOC_WIGWAM_IMAGE,high,true,Built in little more than a month; later subdivided as stores. Demolition year is represented by midpoint only; source gives 1867-71 range.
CHI-B1860-002-A01,CHI-B1860-002,existence_and_identity,Bryan Hall,ANDREAS2_DRAMA,high,false,"Auditorium 65 by 80 feet with 1,100 seats; dedicated September 17, 1860; converted to Hooley's Opera House in 1870-71."
CHI-B1860-002-A02,CHI-B1860-002,year_completed,1860,ANDREAS2_DRAMA,high,false,"Auditorium 65 by 80 feet with 1,100 seats; dedicated September 17, 1860; converted to Hooley's Opera House in 1870-71."
CHI-B1860-002-A03,CHI-B1860-002,historical_address,Clark Street between Washington and Randolph Streets,ANDREAS2_DRAMA,high,false,"Auditorium 65 by 80 feet with 1,100 seats; dedicated September 17, 1860; converted to Hooley's Opera House in 1870-71."
CHI-B1860-002-A04,CHI-B1860-002,year_demolished,1871,ANDREAS2_DRAMA,high,false,"Auditorium 65 by 80 feet with 1,100 seats; dedicated September 17, 1860; converted to Hooley's Opera House in 1870-71."
CHI-B1860-002-A05,CHI-B1860-002,fire_fate_1871,destroyed,ANDREAS2_DRAMA,high,false,"Auditorium 65 by 80 feet with 1,100 seats; dedicated September 17, 1860; converted to Hooley's Opera House in 1870-71."
CHI-B1860-003-A01,CHI-B1860-003,existence_and_identity,Church of the Holy Family,ANDREAS2_CATHOLIC,high,false,Completed and consecrated in 1860; outside the 1871 burn district. Later alterations require event-level modeling.
CHI-B1860-003-A02,CHI-B1860-003,year_completed,1860,ANDREAS2_CATHOLIC,high,false,Completed and consecrated in 1860; outside the 1871 burn district. Later alterations require event-level modeling.
CHI-B1860-003-A03,CHI-B1860-003,historical_address,"Eleventh, May, and Twelfth Streets",ANDREAS2_CATHOLIC,high,false,Completed and consecrated in 1860; outside the 1871 burn district. Later alterations require event-level modeling.
CHI-B1860-003-A04,CHI-B1860-003,fire_fate_1871,survived,ANDREAS2_CATHOLIC,high,false,Completed and consecrated in 1860; outside the 1871 burn district. Later alterations require event-level modeling.
CHI-B1860-004-A01,CHI-B1860-004,existence_and_identity,Orrington Lunt & Brother grain elevator,ANDREAS2_GRAIN,high,true,"The firm established an elevator in 1860; Andreas explicitly says it was destroyed October 9, 1871. Exact parcel and construction month remain unresolved."
CHI-B1860-004-A02,CHI-B1860-004,year_completed,1860,ANDREAS2_GRAIN,high,true,"The firm established an elevator in 1860; Andreas explicitly says it was destroyed October 9, 1871. Exact parcel and construction month remain unresolved."
CHI-B1860-004-A03,CHI-B1860-004,historical_address,Exact site not stated in cited passage,ANDREAS2_GRAIN,high,true,"The firm established an elevator in 1860; Andreas explicitly says it was destroyed October 9, 1871. Exact parcel and construction month remain unresolved."
CHI-B1860-004-A04,CHI-B1860-004,year_demolished,1871,ANDREAS2_GRAIN,high,true,"The firm established an elevator in 1860; Andreas explicitly says it was destroyed October 9, 1871. Exact parcel and construction month remain unresolved."
CHI-B1860-004-A05,CHI-B1860-004,fire_fate_1871,destroyed,ANDREAS2_GRAIN,high,true,"The firm established an elevator in 1860; Andreas explicitly says it was destroyed October 9, 1871. Exact parcel and construction month remain unresolved."
CHI-B1860-005-A01,CHI-B1860-005,existence_and_identity,Church of the Redeemer,ANDREAS2_PROTESTANT,high,true,"Dedicated January 23, 1861. Later disposition is not stated in the cited passage."
CHI-B1860-005-A02,CHI-B1860-005,year_completed,1861,ANDREAS2_PROTESTANT,high,true,"Dedicated January 23, 1861. Later disposition is not stated in the cited passage."
CHI-B1860-005-A03,CHI-B1860-005,historical_address,Washington and Sangamon Streets,ANDREAS2_PROTESTANT,high,true,"Dedicated January 23, 1861. Later disposition is not stated in the cited passage."
CHI-B1860-005-A04,CHI-B1860-005,fire_fate_1871,unknown,ANDREAS2_PROTESTANT,high,true,"Dedicated January 23, 1861. Later disposition is not stated in the cited passage."
CHI-B1860-006-A01,CHI-B1860-006,existence_and_identity,North Star Mission chapel,ANDREAS2_PROTESTANT,high,false,"Dedicated December 29, 1861; remodeled and enlarged in 1867; source explicitly reports destruction in the Great Fire."
CHI-B1860-006-A02,CHI-B1860-006,year_completed,1861,ANDREAS2_PROTESTANT,high,false,"Dedicated December 29, 1861; remodeled and enlarged in 1867; source explicitly reports destruction in the Great Fire."
CHI-B1860-006-A03,CHI-B1860-006,historical_address,Division and Sedgwick Streets,ANDREAS2_PROTESTANT,high,false,"Dedicated December 29, 1861; remodeled and enlarged in 1867; source explicitly reports destruction in the Great Fire."
CHI-B1860-006-A04,CHI-B1860-006,year_demolished,1871,ANDREAS2_PROTESTANT,high,false,"Dedicated December 29, 1861; remodeled and enlarged in 1867; source explicitly reports destruction in the Great Fire."
CHI-B1860-006-A05,CHI-B1860-006,fire_fate_1871,destroyed,ANDREAS2_PROTESTANT,high,false,"Dedicated December 29, 1861; remodeled and enlarged in 1867; source explicitly reports destruction in the Great Fire."
CHI-B1860-007-A01,CHI-B1860-007,existence_and_identity,Camp Douglas YMCA chapel,ANDREAS2_SOCIAL;ANDREAS2_CIVILWAR,medium,true,"Built October 1861 for $2,300; Andreas calls it the first camp chapel ever erected. Removal is inferred from postwar camp dismantling and needs confirmation."
CHI-B1860-007-A02,CHI-B1860-007,year_completed,1861,ANDREAS2_SOCIAL;ANDREAS2_CIVILWAR,medium,true,"Built October 1861 for $2,300; Andreas calls it the first camp chapel ever erected. Removal is inferred from postwar camp dismantling and needs confirmation."
CHI-B1860-007-A03,CHI-B1860-007,historical_address,Camp Douglas,ANDREAS2_SOCIAL;ANDREAS2_CIVILWAR,medium,true,"Built October 1861 for $2,300; Andreas calls it the first camp chapel ever erected. Removal is inferred from postwar camp dismantling and needs confirmation."
CHI-B1860-007-A04,CHI-B1860-007,year_demolished,1865,ANDREAS2_SOCIAL;ANDREAS2_CIVILWAR,medium,true,"Built October 1861 for $2,300; Andreas calls it the first camp chapel ever erected. Removal is inferred from postwar camp dismantling and needs confirmation."
CHI-B1860-007-A05,CHI-B1860-007,fire_fate_1871,not exposed,ANDREAS2_SOCIAL;ANDREAS2_CIVILWAR,medium,true,"Built October 1861 for $2,300; Andreas calls it the first camp chapel ever erected. Removal is inferred from postwar camp dismantling and needs confirmation."
CHI-B1860-008-A01,CHI-B1860-008,existence_and_identity,Camp Douglas barracks and prison complex,ANDREAS2_CIVILWAR,medium,true,Grouped complex record: construction and rebuilding occurred 1861-64. Individual barracks were numerous and not consistently named; this is not a substitute for a future plan-level inventory.
CHI-B1860-008-A02,CHI-B1860-008,year_completed,1864,ANDREAS2_CIVILWAR,medium,true,Grouped complex record: construction and rebuilding occurred 1861-64. Individual barracks were numerous and not consistently named; this is not a substitute for a future plan-level inventory.
CHI-B1860-008-A03,CHI-B1860-008,historical_address,South of Chicago near Cottage Grove Avenue,ANDREAS2_CIVILWAR,medium,true,Grouped complex record: construction and rebuilding occurred 1861-64. Individual barracks were numerous and not consistently named; this is not a substitute for a future plan-level inventory.
CHI-B1860-008-A04,CHI-B1860-008,architect_or_builder,U.S. Army quartermasters and contractors,ANDREAS2_CIVILWAR,medium,true,Grouped complex record: construction and rebuilding occurred 1861-64. Individual barracks were numerous and not consistently named; this is not a substitute for a future plan-level inventory.
CHI-B1860-008-A05,CHI-B1860-008,year_demolished,1865,ANDREAS2_CIVILWAR,medium,true,Grouped complex record: construction and rebuilding occurred 1861-64. Individual barracks were numerous and not consistently named; this is not a substitute for a future plan-level inventory.
CHI-B1860-008-A06,CHI-B1860-008,fire_fate_1871,not exposed,ANDREAS2_CIVILWAR,medium,true,Grouped complex record: construction and rebuilding occurred 1861-64. Individual barracks were numerous and not consistently named; this is not a substitute for a future plan-level inventory.
CHI-B1860-009-A01,CHI-B1860-009,existence_and_identity,Haven School,ANDREAS2_EDU,high,true,"Dedicated September 20, 1862. It remained in school use after 1871, supporting survival, but final demolition date is unresolved."
CHI-B1860-009-A02,CHI-B1860-009,year_completed,1862,ANDREAS2_EDU,high,true,"Dedicated September 20, 1862. It remained in school use after 1871, supporting survival, but final demolition date is unresolved."
CHI-B1860-009-A03,CHI-B1860-009,historical_address,Wabash Avenue south of Twelfth Street,ANDREAS2_EDU,high,true,"Dedicated September 20, 1862. It remained in school use after 1871, supporting survival, but final demolition date is unresolved."
CHI-B1860-009-A04,CHI-B1860-009,fire_fate_1871,survived,ANDREAS2_EDU,high,true,"Dedicated September 20, 1862. It remained in school use after 1871, supporting survival, but final demolition date is unresolved."
CHI-B1860-010-A01,CHI-B1860-010,existence_and_identity,Kinzie School branch,ANDREAS2_EDU,high,false,Authorized in May and completed in 1862; Andreas states both main and branch were destroyed in 1871.
CHI-B1860-010-A02,CHI-B1860-010,year_completed,1862,ANDREAS2_EDU,high,false,Authorized in May and completed in 1862; Andreas states both main and branch were destroyed in 1871.
CHI-B1860-010-A03,CHI-B1860-010,historical_address,Kinzie School lot at LaSalle Avenue and Ohio Street,ANDREAS2_EDU,high,false,Authorized in May and completed in 1862; Andreas states both main and branch were destroyed in 1871.
CHI-B1860-010-A04,CHI-B1860-010,year_demolished,1871,ANDREAS2_EDU,high,false,Authorized in May and completed in 1862; Andreas states both main and branch were destroyed in 1871.
CHI-B1860-010-A05,CHI-B1860-010,fire_fate_1871,destroyed,ANDREAS2_EDU,high,false,Authorized in May and completed in 1862; Andreas states both main and branch were destroyed in 1871.
CHI-B1860-011-A01,CHI-B1860-011,existence_and_identity,Scammon School branch,ANDREAS2_EDU,high,true,"Ordered October 1861 and completed in 1862 for about $2,800. Later fate not supplied."
CHI-B1860-011-A02,CHI-B1860-011,year_completed,1862,ANDREAS2_EDU,high,true,"Ordered October 1861 and completed in 1862 for about $2,800. Later fate not supplied."
CHI-B1860-011-A03,CHI-B1860-011,historical_address,Scammon School lot on Madison Street east of Halsted,ANDREAS2_EDU,high,true,"Ordered October 1861 and completed in 1862 for about $2,800. Later fate not supplied."
CHI-B1860-011-A04,CHI-B1860-011,fire_fate_1871,unknown,ANDREAS2_EDU,high,true,"Ordered October 1861 and completed in 1862 for about $2,800. Later fate not supplied."
CHI-B1860-012-A01,CHI-B1860-012,existence_and_identity,St. Joseph's Catholic Church,ANDREAS2_CATHOLIC,high,false,"Used for worship late in 1862 and dedicated March 19, 1865; source explicitly reports fire destruction."
CHI-B1860-012-A02,CHI-B1860-012,year_completed,1865,ANDREAS2_CATHOLIC,high,false,"Used for worship late in 1862 and dedicated March 19, 1865; source explicitly reports fire destruction."
CHI-B1860-012-A03,CHI-B1860-012,historical_address,Northeast corner Chicago Avenue and Cass Street,ANDREAS2_CATHOLIC,high,false,"Used for worship late in 1862 and dedicated March 19, 1865; source explicitly reports fire destruction."
CHI-B1860-012-A04,CHI-B1860-012,year_demolished,1871,ANDREAS2_CATHOLIC,high,false,"Used for worship late in 1862 and dedicated March 19, 1865; source explicitly reports fire destruction."
CHI-B1860-012-A05,CHI-B1860-012,fire_fate_1871,destroyed,ANDREAS2_CATHOLIC,high,false,"Used for worship late in 1862 and dedicated March 19, 1865; source explicitly reports fire destruction."
CHI-B1860-013-A01,CHI-B1860-013,existence_and_identity,Indiana Avenue Baptist Church,ANDREAS2_PROTESTANT,high,true,"Dedicated April 12, 1863; cost nearly $8,000. Exact parcel and later fate require follow-up."
CHI-B1860-013-A02,CHI-B1860-013,year_completed,1863,ANDREAS2_PROTESTANT,high,true,"Dedicated April 12, 1863; cost nearly $8,000. Exact parcel and later fate require follow-up."
CHI-B1860-013-A03,CHI-B1860-013,historical_address,Indiana Avenue near Ridgely Place,ANDREAS2_PROTESTANT,high,true,"Dedicated April 12, 1863; cost nearly $8,000. Exact parcel and later fate require follow-up."
CHI-B1860-013-A04,CHI-B1860-013,fire_fate_1871,unknown,ANDREAS2_PROTESTANT,high,true,"Dedicated April 12, 1863; cost nearly $8,000. Exact parcel and later fate require follow-up."
CHI-B1860-014-A01,CHI-B1860-014,existence_and_identity,First Unitarian Church,ANDREAS2_PROTESTANT,high,true,"Services began November 22, 1863; Andreas explicitly says the building survived on the edge of the burn district after nearby buildings were blown up."
CHI-B1860-014-A02,CHI-B1860-014,year_completed,1863,ANDREAS2_PROTESTANT,high,true,"Services began November 22, 1863; Andreas explicitly says the building survived on the edge of the burn district after nearby buildings were blown up."
CHI-B1860-014-A03,CHI-B1860-014,historical_address,Wabash Avenue north of Hubbard Court,ANDREAS2_PROTESTANT,high,true,"Services began November 22, 1863; Andreas explicitly says the building survived on the edge of the burn district after nearby buildings were blown up."
CHI-B1860-014-A04,CHI-B1860-014,fire_fate_1871,survived,ANDREAS2_PROTESTANT,high,true,"Services began November 22, 1863; Andreas explicitly says the building survived on the edge of the burn district after nearby buildings were blown up."
CHI-B1860-015-A01,CHI-B1860-015,existence_and_identity,Noble-Seymour-Crippen House 1863 addition,CITY_NOBLE,high,true,Official landmark record dates the major addition to 1863. Modeled separately from the 1833 core because it is a material construction event.
CHI-B1860-015-A02,CHI-B1860-015,year_completed,1863,CITY_NOBLE,high,true,Official landmark record dates the major addition to 1863. Modeled separately from the 1833 core because it is a material construction event.
CHI-B1860-015-A03,CHI-B1860-015,historical_address,Norwood Park,CITY_NOBLE,high,true,Official landmark record dates the major addition to 1863. Modeled separately from the 1833 core because it is a material construction event.
CHI-B1860-015-A04,CHI-B1860-015,architect_or_builder,Unknown,CITY_NOBLE,high,true,Official landmark record dates the major addition to 1863. Modeled separately from the 1833 core because it is a material construction event.
CHI-B1860-015-A05,CHI-B1860-015,fire_fate_1871,survived,CITY_NOBLE,high,true,Official landmark record dates the major addition to 1863. Modeled separately from the 1833 core because it is a material construction event.
CHI-B1860-016-A01,CHI-B1860-016,existence_and_identity,Rosehill Cemetery Entrance,CITY_ROSEHILL,high,false,"Official city record confirms date, architect, address, and survival; outside the 1871 burn district."
CHI-B1860-016-A02,CHI-B1860-016,year_completed,1864,CITY_ROSEHILL,high,false,"Official city record confirms date, architect, address, and survival; outside the 1871 burn district."
CHI-B1860-016-A03,CHI-B1860-016,historical_address,Rosehill Cemetery entrance,CITY_ROSEHILL,high,false,"Official city record confirms date, architect, address, and survival; outside the 1871 burn district."
CHI-B1860-016-A04,CHI-B1860-016,architect_or_builder,William W. Boyington,CITY_ROSEHILL,high,false,"Official city record confirms date, architect, address, and survival; outside the 1871 burn district."
CHI-B1860-016-A05,CHI-B1860-016,fire_fate_1871,survived,CITY_ROSEHILL,high,false,"Official city record confirms date, architect, address, and survival; outside the 1871 burn district."
