Construction Year,Building / Identifying Name,Address,Torn Down / Destroyed,Status / Outcome,Construction Date Text,Architect,Source Class,Source As Of,Source URL,Notes,Confidence
1958,Lake Terrace Condominium Association,7337 S. South Shore,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1958,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1958,Nicholson,6006 S Peoria St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1958,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1958,StBedetheVenerable_School,4440 W. 83rd St.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1958,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1958,StMonica_School,5115 N. Mont Clare Ave.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1958,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1958,Wicker Park Apartments,1414 N Damen Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1958,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,(IL0606) - 3180 N LSD (3180 N. Lake Shore Drive),3180 N. Lake Shore Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,1445 N State Parkway,1445 N State Parkway,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,3900 Lake Shore Drive Condominium Association,3900 N Lake Shore Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,550 W Jackson Boulevard,550 W Jackson Boulevard,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,9101 S Euclid Ave,9101 S Euclid Ave,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Academy at Drexel Court,6140 S Drexel Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Beidler Elementary -CPS,3151 W Walnut St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,BVM Hall/SES-ID#175895,6364 N Sheridan Rd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Clarendon Shores,4750 N. Clarendon Avenue,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Columbus Manor Nursing Home,5107 W. Jackson Blvd.,,Present in City energy-benchmarking inventory (latest record 2017); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2017,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Other - Lodging/Residential; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,El Lago Condominium Association,6157 N. Sheridan Rd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Hanson Park,5411 W Fullerton Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Holmes Elementary -CPS,955 W Garfield Blvd,,Present in City energy-benchmarking inventory (latest record 2020); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2020,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Josephinum Academy,1501 N Oakley Blvd,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Mather HS,5835 N Lincoln Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Mayer,2250 N Clifton Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,South Shore ES,1404 E 70th St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Suder,2022 W Washington Blvd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1959,Welles (Gideon) Park — Fieldhouse A1,,,Active in Park District inventory,1959,,Chicago Park District building inventory,2016-11-04,https://data.cityofchicago.org/d/u7uu-j2ma,"Building type: Fieldhouse A1. Location: (41.96284, -87.6864)",Medium
1959,William J Bogan High School,3939 W 79th St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1959,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,(IIL733) - 3600 Condominium (3600 N. Lake Shore Drive),3600 N. Lake Shore Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,(IL1041) - Marina Towers (300 N State St),300 N State St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,(IL391) - Wellington Condominium (360 W Wellington),360 W Wellington,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,(IL579) - 1550 Condo Association (1550 N. Lake Shore Drive),1550 N. Lake Shore Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,4532 - 42 S. Drexel,4532 - 42 S. Drexel Blvd.,,Present in City energy-benchmarking inventory (latest record 2017); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2017,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,600 S Michigan,600 S Michigan,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: College/University; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,6118 Sheridan Road Condominium Homeowners Association,6118 N Sheridan Rd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,623 S Wabash,623 S Wabash,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: College/University; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,624 S Michigan,624 S Michigan,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: College/University; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Advocate Trinity Hospital,2320 E. 93rd. Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Hospital (General Medical & Surgical); Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,American Library Association,40-50 E. Huron,,Present in City energy-benchmarking inventory (latest record 2016); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2016,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Ascension St Joseph Hospital - Chicago,2900 N Lake Shore Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Hospital (General Medical & Surgical); Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Attucks -CPS,5055 S State St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Bronzeville Classical,8 W Root St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,C4901Dre (22116),4901 S Drexel Blvd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Catherine Courts Condominium Association of Chicago (5306 N Cumberland Ave),5306 N. Cumberland Ave.,,Present in City energy-benchmarking inventory (latest record 2017); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2017,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Catherine Courts Condominium Association of Chicago (5306-5310 N. Chester Ave.),5306 - 5310 N. Chester Ave.,,Present in City energy-benchmarking inventory (latest record 2017); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2017,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Catherine Courts Condominium Association of Chicago (5348-58 N. Cumberland Ave),5348-5358 N. Cumberland Ave,,Present in City energy-benchmarking inventory (latest record 2017); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2017,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Catherine Courts Condominium Association of Chicago (8439-8503 W. Catherine Ave),8439-8503 W. Catherine Ave,,Present in City energy-benchmarking inventory (latest record 2017); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2017,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,"Fifth Praire Shores, LLC",2801 S King Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,"First Praire Shores, LLC",2901 S King Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,"Fourth Prairie Shores, LLC",2851 S King Drive,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Granville Courts Condo Association,2025 W Granville Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Harding Court,4845-4859 N Harding,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Indian Boundary Park,,,Active in Park District inventory,1960,,Chicago Park District building inventory,2016-11-04,https://data.cityofchicago.org/d/u7uu-j2ma,"Building type: Maintenance. Location: (42.010234, -87.694611)",Medium
1960,Mccormick Place Lakeside Center — Burnham (Daniel) Park,,,Active in Park District inventory,1960,,Chicago Park District building inventory,2016-11-04,https://data.cityofchicago.org/d/u7uu-j2ma,"Building type: Special. Location: (41.85334, -87.612361)",Medium
1960,McCormick Place — original exposition hall,Lakefront at 23rd Street,1967,Destroyed by fire,1960,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,Medium
1960,Pueblo Commons Condominium Association,8444 W Wilson Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Ridge Place Apartments,7115-7129 N Ridge Blvd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Salem Baptist Church of Chicago,10909 S Cottage Grove Ave,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Worship Facility; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,"Second Prairie Shores, LLC",2951 S King Dr,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,St. Rita of Cascia High School,7740 South Western Avenue,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Surfside Condominium,5815 N Sheridan Rd,,Present in City energy-benchmarking inventory (latest record 2020); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2020,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,"Third Prairie Shores, LLC",3001 South King Dr,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,"Touhy-Herbert (John, Victor) Park — Fieldhouse D1",,,Active in Park District inventory,1960,,Chicago Park District building inventory,2016-11-04,https://data.cityofchicago.org/d/u7uu-j2ma,"Building type: Fieldhouse D1. Location: (41.878835, -87.679384)",Medium
1960,WGN Studios,2501 W Bradley Pl,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1960,Yusho/Commercial Bldg.,5301-23 S. Kimbark Ave.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1960,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,11 East Adams LLC,11 East Adams,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,1333 N Kingsbury,1333 N Kingsbury,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,468 West Melrose Street,468 W Melrose St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,555 Cornelia (251219),555 West Cornelia Ave.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Admin Offices @ Dodge-Garfield Park,2651 W Washington Blvd,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Beethoven Elementary -CPS,25 W 47th St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,CICS Loomis Primary,9535 S. Loomis St.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Continental Center,55 East Jackson Boulevard,,Current City individual-landmark record (2026); no loss year identified in source,1961-62,C.F. Murphy Associates,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 06/27/2012,High
1961,Crown Community Academy -CPS,2128 S St Louis Ave,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,DePaul College Prep,3633 N California,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Not Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Dett,2101 W Monroe,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Dett -CPS,2306 W Maypole Ave,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Durkin Park,8445 S Kolin Ave,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Emmanuel Baptist Church,8301 S Damen Ave,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Not Submitted; Property type: Worship Facility; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Essex Inn,800 S. Michigan Avenue,,Current City individual-landmark record (2026); no loss year identified in source,1961,A. Epstein & Son,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/29/2017,High
1961,Hefferan Elementary -CPS,4409 W Wilcox St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Lenart,8101 S Lasalle St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Maudelle Brown Bousfield Apartments,4949 S. Cottage Grove,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Mayo Elementary -CPS,245 E 37th St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Northeastern Illinois University,5500 N. Saint Louis Avenue,,Present in City energy-benchmarking inventory (latest record 2014); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2014,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: College/University; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Peck,5821 S Drexel Ave,,Present in City energy-benchmarking inventory (latest record 2019); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2019,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Laboratory; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Pritzker,2009 W Schiller St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,R. J. Ouinn Academy (Fire),558 W. De Koven St.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Adult Education; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Skinner North,640 W Scott St,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Smyth -CPS,1051 W 13th Ave,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1961,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1961,Taylor (Robert Rochon) Park — Fieldhouse Joint,,,Active in Park District inventory,1961,,Chicago Park District building inventory,2016-11-04,https://data.cityofchicago.org/d/u7uu-j2ma,"Building type: Fieldhouse Joint. Location: (41.808843, -87.62792)",Medium
