building_id,research_record_id,research_year,canonical_name,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,confidence,needs_review
CHI-POSTFIRE-CHI1875-022,CHI1875-022,1875,Baltimore and Ohio Railroad freight warehouse,1875,1875,exact,1875,,,,demolished/unknown,Baltimore and Ohio railroad grounds at South Chicago,,,,railroad_warehouse,freight handling,,Baltimore and Ohio Railroad,brick masonry,,,new_construction,,Brick industrial construction was consistent with expanded post-fire fire limits; exact jurisdictional limits at South Chicago require mapping.,"Andreas records a brick freight warehouse erected in Chicago in 1875 after the railroad acquired forty acres at South Chicago for depots, shops, and engine houses.",high,true
CHI-POSTFIRE-CHI1875-017,CHI1875-017,1875,Barker Building,1875,1875,exact,1875,,,,extant/altered,22-24 S Wabash Avenue,22-24 S Wabash Ave,41.88134,-87.62665,mercantile_loft,commercial loft,Wheelock and Thomas,John Barker,traditional load-bearing masonry,4,,new_construction,,A post-fire mercantile loft within the central fire limits used load-bearing masonry.,Official City Council proceedings separate the Haskell and Barker buildings from the later 1877 Atwater Building and give both an 1875 completion.,high,false
CHI-POSTFIRE-CHI1875-029,CHI1875-029,1875,Bemis and McAvoy brewery ice house,1875,1875,exact,1875,,,,demolished/unknown,West side of South Park Avenue near Twenty-third Street,,,,ice_house,brewery cold storage,,Downer & Bemis Brewing Company (later Bemis & McAvoy),masonry/industrial cold-storage structure,,,complex_addition,,Industrial complex lay outside the central burned district; code treatment and material require permit verification.,"One of four spacious ice houses erected west of South Park Avenue in 1872, 1874, 1875, and 1876. Group chronology permits a discrete 1875 addition but not a precise street number.",high,true
CHI-POSTFIRE-CHI1875-031,CHI1875-031,1875,Burling Row House District,1875,1875,exact,1875,,,,extant/altered,2225-2245 N Burling Street,2225-2245 N Burling St,41.9222,-87.6473,row_house_group,speculative residential row houses,Edward J. Burling; various permits,Multiple owners/developers,brick masonry; Italianate; common wooden cornice,3,,new_construction_group,,The ten houses were among the first neighborhood projects built after the city required fire-resistive masonry construction across Chicago.,Grouped development of ten brick row houses. Unit-level permit and first-owner decomposition is deferred; the group record prevents false precision while representing all ten units.,high,true
CHI-POSTFIRE-CHI1875-023,CHI1875-023,1875,Chicago and Pacific Elevator A,1875,1875,exact,1875,,,,demolished/unknown,Along the Chicago and Pacific Railroad,,,,grain_elevator,grain storage and transfer,,William H. Harper,grain-elevator structure; material unknown,,,new_construction,,Industrial structure outside the central fire area; construction material and fire-code treatment require confirmation.,"Built by William H. Harper in 1875 with a reported capacity of 650,000 bushels; location and structural system remain a research priority.",high,true
CHI-POSTFIRE-CHI1875-025,CHI1875-025,1875,Chicago bridge-house construction program,1875,1875,exact,1875,,,,demolished/unknown,Several Chicago River bridge sites,,,,bridge_house_program,bridge-tender houses,,Chicago Board of Public Works,brick masonry,,,multi_site_program,,Brick bridge houses explicitly replaced or avoided vulnerable wood service structures after the fires.,"Andreas OCR reads 'several' new brick bridge-houses built from March 1 through December 31, 1875. The number and individual locations require the original Board of Public Works report; retained as one program record to avoid invented identities.",medium,true
CHI-POSTFIRE-CHI1875-011,CHI1875-011,1875,Cook County Hospital two medical pavilions,1875,1875,exact,1875,1913,circa,replaced by later hospital complex,demolished/replaced,Between Wood and Lincoln Streets and Harrison and Polk Streets,Cook County Health campus near 1835 W Harrison St,41.8730,-87.6718,hospital_complex,county hospital medical wards,,Cook County,red brick with stone trim; pavilion plan,4,,new_construction,,Institutional masonry construction reflected post-fire concern for separation and fire resistance; outside the 1871 burned district.,"General design and two medical-pavilion plans adopted May 24, 1875; both pavilions erected that year. This grouped record represents two named functional structures and should later be decomposed if pavilion identifiers emerge.",high,true
CHI-POSTFIRE-CHI1875-013,CHI1875-013,1875,Cyrus Hall McCormick mansion,,1875,contemporary_report,1875,1954,year,demolished for redevelopment,demolished,135 Rush Street,675 N Rush St,41.8949,-87.6257,mansion,private residence,,Cyrus Hall McCormick,Lake Superior sandstone; German Renaissance,3,,completion_or_occupancy_phase,McCormick residence destroyed in the Great Chicago Fire,Substantial stone construction in the rebuilt Near North Side met post-fire fire-limit expectations.,"A contemporary February 21, 1875 account describes the completed three-story mansion. Start year and later demolition date require permit/property verification.",medium,true
CHI-POSTFIRE-CHI1875-021,CHI1875-021,1875,Daily Drover's Journal printing house,1875,1875,exact,1875,,,,demolished/unknown,Immediately outside the main entrance to the Union Stock Yards,,,,printing_house,newspaper printing and offices,,H. L. Goodall & Co. / Union Stock Yard interests,masonry/unknown,,,new_construction,,Located outside the central fire area; exact material and code jurisdiction need verification.,Andreas identifies the 1875 printing house as occupied by H. L. Goodall & Co.'s Daily Drover's Journal. Kept separate from the post-office building.,high,true
CHI-POSTFIRE-CHI1875-014,CHI1875-014,1875,Emmel Building,1875,1875,exact,1875,,,,extant/altered,Wells Street,1357 N Wells St,41.9067,-87.6345,store_and_flat,Peter Emmel painting/decorating business and family residence,,Peter Emmel,masonry; carved stone facade; Italianate,3,,new_construction,,Built in the Near North Side after post-fire restrictions; masonry store-and-flat form replaced fire-lost property.,"Purpose-built for German immigrant painter and decorator Peter Emmel, with commerce below and family rooms above.",high,false
CHI-POSTFIRE-CHI1875-004,CHI1875-004,1875,First Baptist Church at Thirty-first Street,1874,1875,exact,1875,,,,extant/altered,South Park Avenue and Thirty-first Street,3101 S King Dr,41.8381,-87.6174,church,Baptist worship,Willcox and Miller,First Baptist Church of Chicago,brick and stone masonry; Gothic Revival,,,new_construction,"First Baptist Church on Wabash Avenue destroyed in the fire of July 14, 1874",The July 1874 fire accelerated relocation southward; the replacement used substantial masonry construction.,Construction began by November 1874 and the main church was completed in 1875; the attached Sunday-school portion is reported as 1876. The building now houses Olivet Baptist Church.,high,false
CHI-POSTFIRE-CHI1875-032,CHI1875-032,1875,Fremont Row House District,1875,1875,exact,1875,,,,extant/altered,2100-2144 N Fremont Street (even addresses),2100-2144 N Fremont St,41.9197,-87.6505,row_house_group,speculative residential row houses,Edward J. Burling,Multiple owners/developers,brick masonry; Italianate; common wooden cornice,3,,new_construction_group,,The twenty masonry houses are among the earliest large surviving groups erected after Chicago banned new wood-frame construction.,Grouped development of twenty row houses conceived as a unified composition. Unit-level permit and first-owner decomposition is deferred.,high,true
CHI-POSTFIRE-CHI1875-037,CHI1875-037,1875,Fullerton Avenue pile bridge,1874,1875,fiscal_year_report,1875,,,,demolished/replaced,Fullerton Avenue,,,,bridge,road crossing,,Chicago Board of Public Works,timber pile bridge,,,completion_reported_in_fiscal_year,,A wooden exception outside the core fire area; the relation to later 1878 Fullerton structures needs entity resolution.,"Reported in the Board of Public Works year ending March 31, 1875 as a 225-foot by 20-foot pile bridge costing $1,490. Exact calendar completion and location require the annual report.",medium,true
CHI-POSTFIRE-CHI1875-016,CHI1875-016,1875,Haskell Building,1875,1875,exact,1875,,,,extant/altered,18-20 S Wabash Avenue,18-20 S Wabash Ave,41.88142,-87.62665,mercantile_loft,commercial loft,Wheelock and Thomas,Frederick Haskell,traditional load-bearing masonry,4,,new_construction,,A post-fire mercantile loft within the central fire limits used load-bearing masonry; lower floors were remodeled by Louis Sullivan in 1896.,Official City Council proceedings separate the Haskell and Barker buildings from the later 1877 Atwater Building and give both an 1875 completion.,high,false
CHI-POSTFIRE-CHI1875-001,CHI1875-001,1875,Holy Name Cathedral,1874,1875,exact,1875,,,,extant/altered,State and Superior Streets,735 N State St,41.8959,-87.6280,cathedral,Roman Catholic cathedral,Patrick Charles Keely; John M. Dunphy (builder),Diocese of Chicago,solid rock-faced stone masonry; Gothic roof,,210,new_construction,Cathedral of St. Mary and Church of the Holy Name destroyed in 1871,Within the expanded fire-limits context; an all-masonry ecclesiastical replacement followed the destruction of two Catholic predecessors.,"Cornerstone laid July 19, 1874; completed and dedicated November 21, 1875. Andreas OCR gives an inconsistent November 1 opening, so the cathedral and Chicago History Museum date controls.",high,false
CHI-POSTFIRE-CHI1875-010,CHI1875-010,1875,James Ward Public School original section,1874,1875,exact,1875,,,,extant/altered,2703 S Shields Avenue,2703 S Shields Ave,41.8432,-87.6352,school,Chicago public elementary school,John Edelmann design influence; Johnston and Edelmann associated,Chicago Board of Education,brick masonry; Italianate,,,completion_phase,,Post-fire public-school construction used durable masonry outside the central burned district.,The City gives a 1874-75 range and states the earliest section was built in 1875; later 1897 and 1924 additions are separate phases.,high,false
CHI-POSTFIRE-CHI1875-007,CHI1875-007,1875,Kehillath Anshe Maarabh Temple,,1875,exact,1875,,,,demolished/unknown,Indiana Avenue and Twenty-sixth Street,,,,synagogue,Jewish worship,,Kehillath Anshe Maarabh congregation,masonry temple,,,completion_phase,KAM temple destroyed in the 1874 Chicago fire,The temple was a masonry replacement after the 1874 fire and the extension of the city fire limits.,"Institutional history gives a February 5, 1875 dedication; the construction start remains unverified. This is not the 1890-91 KAM building later used as Pilgrim Baptist Church.",medium,true
CHI-POSTFIRE-CHI1875-033,CHI1875-033,1875,Lincoln Avenue Row House District,1875,1875,exact,1875,,,,extant/altered,1928-1936 N Lincoln Avenue,1928-1936 N Lincoln Ave,41.9171,-87.6365,row_house_group,speculative residential row houses,,Andrew McNally,Joliet limestone masonry; Italianate,3,,new_construction_group,,Durable masonry speculative housing followed the expanded post-fire fire limits and citywide wood-construction ban.,Five-address row-house group built by printer and mapmaker Andrew McNally. Unit-level permit and first-occupant decomposition is deferred.,high,true
CHI-POSTFIRE-CHI1875-024,CHI1875-024,1875,Madison Street bridge reconstruction,1875,1875,exact,1875,,,,demolished/replaced,Madison Street over the Chicago River,,,,movable_bridge,road and pedestrian crossing,,Chicago Board of Public Works,iron superstructure; swing draw,,,reconstruction,,Municipal iron reconstruction reflected the broader post-fire replacement of vulnerable timber infrastructure.,"Completed between March 1 and December 31, 1875: 156.4-foot draw, 18-foot roadway, two 6-foot sidewalks; reported total cost $15,000.",high,false
CHI-POSTFIRE-CHI1875-028,CHI1875-028,1875,Main Street bridge main-structure rebuild,1875,1875,exact,1875,,,,demolished/replaced,Main Street over the South Branch,,,,movable_bridge,road crossing,,City of Chicago,main structure rebuilt; material unclear in OCR table,,,reconstruction,,Municipal bridge rebuilding formed part of the post-fire shift toward iron and combination structures.,Andreas's 1884 bridge inventory footnotes the 1868 Main Street bridge as having its main structure rebuilt in 1875. The responsible contractor and exact scope need the annual report.,medium,true
CHI-POSTFIRE-CHI1875-012,CHI1875-012,1875,McCormick Double House,1875,1875,exact,1875,,,,extant/altered,Rush Street at Erie Street,660 N Rush St,41.89428,-87.62572,double_house,two related family residences,Frederick and Edward Baumann,Leander James McCormick and Robert Hall McCormick,Joliet limestone-clad masonry; Italianate,3,,new_construction,,A masonry mansion within the rebuilt Near North Side conformed to post-fire fire-limit requirements.,Built as a double house for industrialist Leander J. McCormick and his son Robert H. McCormick; the most intact McCormick-family mansion remaining in the former 'McCormickville' area.,high,false
CHI-POSTFIRE-CHI1875-030,CHI1875-030,1875,New Adelphi Theatre conversion,1874,1875,exact,1875,1882,year,demolished for First National Bank building,demolished,Northwest corner of Dearborn and Monroe Streets,,,,theatre,theatrical performance,,Manager Grover and associates,reuse of surviving masonry post-office walls; heavily trussed roof and suspended galleries,,,conversion,Old Post-Office building shell,"Reuse of strong surviving masonry walls complied in form with fire-limit construction, but the narrow exits and suspended upper galleries created severe life-safety hazards.","Opened January 11, 1875 after converting the surviving old Post Office walls into Chicago's then-largest theatre. Andreas later criticized its two narrow upper-gallery exits as fire traps.",high,false
CHI-POSTFIRE-CHI1875-038,CHI1875-038,1875,North Halsted Street railroad viaduct,1874,1875,fiscal_year_report,1875,,,,demolished/replaced,North Halsted Street over Chicago and North-Western and connecting railroad tracks,,,,railroad_viaduct,grade-separated street crossing,,City of Chicago and railroad companies,iron superstructure on substantial substructure,,,completion_reported_in_fiscal_year,,Iron grade separation responded to post-fire traffic expansion and reduced conflicts with dense rail infrastructure.,"Reported in the Board of Public Works year ending March 31, 1875; 62 feet overall and 26 feet high, total cost $125,683.01, with railroads contributing $87,607.77. Exact calendar completion requires the report.",medium,true
CHI-POSTFIRE-CHI1875-035,CHI1875-035,1875,Ogden Canal bridge,1874,1875,fiscal_year_report,1875,,,,demolished/replaced,Over Ogden Canal,,,,movable_bridge,road crossing,,Chicago Board of Public Works,iron superstructure; 228-foot draw,,,completion_reported_in_fiscal_year,,Iron municipal construction formed part of the post-fire replacement of timber bridges.,"Reported in the Board of Public Works year ending March 31, 1875 at a cost of $29,945. Exact calendar completion could fall in 1874 or early 1875 and requires the underlying report.",medium,true
CHI-POSTFIRE-CHI1875-036,CHI1875-036,1875,Randolph Street bridge,1874,1875,fiscal_year_report,1875,,,,demolished/replaced,Randolph Street over the Chicago River,,,,movable_bridge,road crossing,,Chicago Board of Public Works,iron superstructure; 157-foot draw,,,completion_reported_in_fiscal_year,,Iron municipal construction formed part of the post-fire replacement of timber bridges.,"Reported in the Board of Public Works year ending March 31, 1875 with an 18-foot roadway and two 7-foot sidewalks at a cost of $10,850. Exact calendar completion requires the annual report.",medium,true
CHI-POSTFIRE-CHI1875-002,CHI1875-002,1875,St. James's Episcopal Church reconstruction,1872,1875,exact,1875,,,,extant/altered,Cass Street at Huron Street,65 E Huron St,41.8944,-87.6255,church,Episcopal worship,Edward J. Burling and Dankmar Adler; John H. Edelmann (assisting),St. James Episcopal parish,masonry church incorporating surviving stone walls and bell tower,,,completed_reconstruction,St. James church largely destroyed in the Great Chicago Fire,A post-fire masonry reconstruction retained documented surviving fabric rather than representing a wholly new identity.,"Work was suspended by the 1873 financial crisis, resumed in 1874, and the first service in the completed building was held in 1875; soot-darkened tower fabric survives.",high,false
CHI-POSTFIRE-CHI1875-006,CHI1875-006,1875,St. Patrick's boys' school building,1875,1875,exact,1875,,,,demolished/unknown,Adjacent to St. Patrick's Church near Adams and Desplaines Streets,,,,school,parochial boys' school,,St. Patrick's Catholic parish,brick masonry,,,new_construction,,Brick construction conformed to the post-fire prohibition on new wood buildings within city limits.,"Large brick school erected by Rev. P. J. Conway at a reported cost of $24,000; operated by the Brothers of the Christian Schools with about 600 pupils in Andreas's account.",high,true
CHI-POSTFIRE-CHI1875-019,CHI1875-019,1875,Union Stock Yard Gate,,1875,circa,1875,,,,extant,Exchange Avenue at Peoria Street,Exchange Ave at Peoria St,41.81867,-87.64877,gate,main entrance to Union Stock Yard,Burnham and Root,Union Stock Yard and Transit Company,limestone masonry with central arch,,,completion_phase,Union Stock Yard original 1865 entrance complex,Outside the central burned district; durable stone construction nevertheless embodies post-fire rebuilding-era masonry practice.,City record dates the surviving limestone gate circa 1875; exact construction start is unverified. It must not be conflated with the original 1865 stockyard complex or gate fabric.,high,false
CHI-POSTFIRE-CHI1875-020,CHI1875-020,1875,Union Stock Yard post-office building,1875,1875,exact,1875,,,,demolished/unknown,Immediately outside the main entrance to the Union Stock Yards,,,,post_office,postal service for the stockyards,,Union Stock Yard and Transit Company,masonry/unknown,,,new_construction,,Located outside the central fire area; exact material and code jurisdiction need verification.,Andreas states that a post-office building was built in 1875 just outside the yards' main entrance. Kept separate from the contemporaneous printing house.,high,true
CHI-POSTFIRE-CHI1875-026,CHI1875-026,1875,Blue Island Avenue viaduct construction,1875,1876,exact,1876,,,,demolished/replaced,Blue Island Avenue at Throop Street over railroad tracks,,,,railroad_viaduct,grade-separated street crossing,Cox Brothers (substructure); Keystone Bridge Company (superstructure),City of Chicago and affected railroads,wrought-iron truss and plate girders,,,construction_start,,Post-fire municipal infrastructure used iron superstructures and masonry substructures to reduce fire risk and separate expanding rail traffic.,"Construction began October 15, 1875 and was completed August 25, 1876 at a reported total cost of $102,173.99; included for exact start phase only.",high,false
CHI-POSTFIRE-CHI1875-009,CHI1875-009,1875,Centennial Baptist Church construction,1875,1876,exact,1876,,,,demolished/unknown,Southeast corner of Lincoln and Jackson Streets,,,,church,Baptist worship,,Centennial Baptist Church,brick Gothic church,,,construction_start_or_major_phase,,Brick construction followed the 1874 extension of fire limits across Chicago.,"The society formed in 1875; its $8,000 brick building was dedicated on the first Sunday of January 1876, placing its principal construction in 1875.",medium,false
CHI-POSTFIRE-CHI1875-003,CHI1875-003,1875,Chicago Avenue Church construction,1873,1876,year-only,1876,1915,year,replaced after congregation moved,demolished,Chicago and LaSalle Avenues,,,,church,evangelical worship,John H. Edelmann and Joseph S. Johnston,Chicago Avenue Church society,masonry superstructure over a two-story basement,,,continuing_construction,Illinois Street Church destroyed in 1871,Within the North Side fire limits; the permanent masonry project replaced a temporary tabernacle and roofed basement.,"Included as a documented 1875 continuation, not a 1875 completion. The roofed basement served for roughly two years; institutional history places full completion and dedication in 1876, correcting an earlier annual-row chronology.",medium,true
CHI-POSTFIRE-CHI1875-034,CHI1875-034,1875,DuPont-Whitehouse House,1875,1876,year_range,1876,,,,extant/relocated,Originally at Thirty-sixth Street and Western Avenue,3558 S Artesian Ave,41.8291,-87.6867,house,company superintendent residence,Oscar Cobb and Company,DuPont explosives company,brick masonry; Italianate,2,,construction_start_or_major_phase,,Brick construction reflected the post-1874 citywide fire limits; industrial-company context raises additional safety significance.,"Built 1875-76 for gunpowder-plant superintendent Junot Whitehouse and moved one block in 1920. Included for the 1875 phase, not counted as a 1875 completion.",high,false
CHI-POSTFIRE-CHI1875-008,CHI1875-008,1875,Sinai Temple construction,1875,1876,exact,1876,,,,demolished,Indiana Avenue and Twenty-first Street,,,,synagogue,Reform Jewish worship,Burling and Adler,Chicago Sinai Congregation,masonry; mixed Gothic and Oriental design,,,construction_start_or_major_phase,Sinai synagogue at Plymouth Court and Van Buren destroyed in 1871,A substantial masonry temple replaced the congregation's fire-destroyed downtown synagogue as members moved south.,"The structure was erected during 1875-76 and dedicated April 8-9, 1876. Included for its distinct 1875 construction phase, not counted as a 1875 completion.",medium,false
CHI-POSTFIRE-CHI1875-015,CHI1875-015,1875,William Waller House,1875,1876,year_range,1876,,,,extant/altered,Dearborn Street,1012 N Dearborn St,41.90083,-87.63028,house,private residence,,William Waller,stone masonry; Italianate/Tuscan Villa,,,construction_start_or_major_phase,,Stone residential construction followed Near North Side rebuilding and fire-limit requirements.,National Register documentation gives 1875-76. Included for the 1875 start/phase and not counted as a 1875 completion.,high,false
CHI-POSTFIRE-CHI1875-027,CHI1875-027,1875,Harrison Street bridge construction,1875,1877,exact,1877,,,,demolished/replaced,Harrison Street over the Chicago River,,,,movable_bridge,road and pedestrian crossing,American Bridge Company,City of Chicago,wrought-iron turn-table swing bridge,,,construction_start,,Iron municipal bridge construction continued the post-fire replacement of timber infrastructure.,"Work began June 22, 1875 but land-condemnation litigation delayed completion until October 23, 1877; included for exact 1875 start phase.",high,false
CHI-POSTFIRE-CHI1876-003,CHI1876-003,1876,Fuller Street Bridge destruction,1865,1865,exact,1865,1876,exact,"destroyed by the gale of May 5, 1876",destroyed,Fuller Street crossing of the Chicago River,,,,bridge,street and pedestrian river crossing,,City of Chicago,wood,,,destruction_event,,The destroyed wooden bridge predated the 1874 citywide prohibition on new wood construction.,"The $7,500 wooden bridge erected in 1865 was destroyed on May 5, 1876. This is a physical-loss event, not 1876 construction.",high,false
CHI-POSTFIRE-CHI1876-022,CHI1876-022,1876,Bemis and McAvoy brewery 1876 ice house,1876,1876,year-only,1876,,,,demolished/unknown,West side of South Park Avenue near Twenty-third Street,,,,ice_house,brewery cold storage,,Bemis & McAvoy Brewing Company,industrial cold-storage structure; exact material not stated,,,complex_addition,Bemis and McAvoy brewery complex,"Industrial construction followed the citywide 1874 fire-limit extension, but material and permit compliance remain unverified.","One of four spacious ice houses explicitly dated 1872, 1874, 1875 and 1876. The sequence supports a discrete 1876 addition but not a street number or individual-house dimensions.",high,true
CHI-POSTFIRE-CHI1876-001,CHI1876-001,1876,Blue Island Avenue viaduct,1875,1876,exact,1876,,,,demolished/replaced,Blue Island Avenue at Throop Street over railroad tracks,,,,railroad_viaduct,grade-separated street crossing,Cox Brothers (substructure); Keystone Bridge Company (superstructure),City of Chicago and affected railroads,wrought-iron truss and plate girders,,,completion_phase,,"Iron and masonry infrastructure was consistent with post-fire preferences for durable construction, although grade separation was its primary purpose.","Begun October 15, 1875 and completed August 25, 1876. Andreas reports a total cost of $102,173.99.",high,false
CHI-POSTFIRE-CHI1876-012,CHI1876-012,1876,Centennial Baptist Church,1875,1876,exact,1876,,,,demolished/unknown,Southeast corner of Lincoln and Jackson Streets,,,,church,Baptist worship,,Centennial Baptist Church,brick masonry; plain Gothic design,,,completion_phase,,Brick construction complied with the post-1874 citywide restriction on new wood buildings.,"The $8,000 brick church was dedicated on the first Sunday of January 1876. Construction began after the society organized in 1875.",high,false
CHI-POSTFIRE-CHI1876-017,CHI1876-017,1876,DuPont-Whitehouse House,1875,1876,year_range,1876,,,,extant/relocated,Originally at Thirty-sixth Street and Western Avenue,3558 S Artesian Ave,41.8285858842062,-87.68636486592247,house,company superintendent residence,Oscar Cobb & Company,DuPont explosives company; built for Junot Whitehouse,brick masonry; Italianate,2,,completion_phase,,Brick construction reflected the post-1874 citywide fire limits; the explosives-company association adds industrial-safety context.,Built in 1875-76 for superintendent Junot Whitehouse and moved one block in 1920. Completion is assigned to the range endpoint rather than an exact completion date.,high,false
CHI-POSTFIRE-CHI1876-028,CHI1876-028,1876,First Baptist Church Sunday-school addition,1876,1876,year-only,1876,,,,extant/altered/uncertain,South Park Avenue and Thirty-first Street,3101 S King Dr,41.8381,-87.6174,church_addition,Sunday school and parish education,Willcox and Miller,First Baptist Church of Chicago,brick and stone masonry,,,complex_addition,First Baptist Church main building completed in 1875,The masonry addition followed the July 1874 fire and complied with the citywide fire-limit environment.,The main church was completed in 1875; the attached Sunday-school portion is reported as completed in 1876. Later alteration and survival of this specific fabric require architectural confirmation.,medium,true
CHI-POSTFIRE-CHI1876-020,CHI1876-020,1876,First Chicago Club Building,1875,1876,exact,1876,1939,exact,demolished for replacement development,demolished,43-45 Monroe Street; north side of Monroe between State and Wabash,12-14 E Monroe St (historic-numbering crosswalk needs confirmation),,,clubhouse,private social club,Treat & Foltz,Chicago Club; N. K. Fairbank associated with development,Baltimore pressed brick with limestone and Berea sandstone; modern Gothic,,,completion_phase,,The masonry clubhouse was built inside the post-fire central business district under strengthened fire-limit rules.,"Plans were published October 2, 1875 and the building was erected in 1876 on a 50-by-100-foot lot opposite the Palmer House. The secondary chronology gives a 1939 demolition.",medium,true
CHI-POSTFIRE-CHI1876-018,CHI1876-018,1876,George M. Pullman Residence initial construction,1876,1876,year-only,1876,1922,exact,demolished after Prairie Avenue's residential decline,demolished,1729 South Prairie Avenue,1729 S Prairie Ave,,,mansion,private residence,Henry S. Jaffray and/or John Mathew Dunphy; later additions by Solon S. Beman,George M. Pullman,three-story greystone masonry,3,,new_construction_initial_phase,,Substantial stone construction reflected elite post-fire rebuilding and noncombustible urban construction.,"University of Minnesota chronology gives 1876 completion; the Art Institute finding aid indexes competing 1876 design attributions and later 1880s Beman additions. Reported value ranges from $350,000 to $500,000.",high,true
CHI-POSTFIRE-CHI1876-002,CHI1876-002,1876,Milwaukee Avenue viaduct,,1876,exact,1876,,,,demolished/replaced,"Milwaukee Avenue over the Chicago & North Western, Chicago Milwaukee & St. Paul, and Pittsburgh Chicago & St. Louis railroad tracks",,,,railroad_viaduct,grade-separated street crossing,American Bridge Company (south portion); Leighton Bridge Company (north portion),City of Chicago and affected railroads,iron bridge superstructure; substructure not stated,,,new_infrastructure,,"Large iron infrastructure reflected the post-fire shift toward durable, noncombustible public works.","Opened May 25, 1876. Andreas called it the city's largest and most expensive viaduct and reported a cost of $140,371.55; the construction start was not located.",high,true
CHI-POSTFIRE-CHI1876-021,CHI1876-021,1876,Moody and Sankey Tabernacle,1876,1876,exact,1876,,,converted beginning 1877 and later demolished,demolished,"South side of Monroe Street, center block between Franklin and Market Streets",238-246 W Monroe St (historic address),,,tabernacle,temporary evangelistic meeting hall,,Business sponsors associated with Dwight L. Moody; site associated with John V. Farwell,brick shell with temporary roof,2,,temporary_new_construction,,A brick shell inside the central fire limits provided noncombustible enclosure despite the intentionally temporary roof and use.,"Erected in 1876 with seating for about 8,000. In 1877 the temporary roof was removed and three stories were added to create six stores, making the tabernacle a documented short-lived phase.",high,false
CHI-POSTFIRE-CHI1876-011,CHI1876-011,1876,New England Congregational Church reconstruction,1874,1876,exact,1876,,,,demolished/unknown,Dearborn and Delaware Streets,,,,church,Congregational worship,,New England Congregational Church,masonry church; exact materials not stated,,,completed_reconstruction,New England Congregational Church damaged or destroyed in the Great Chicago Fire,Permanent reconstruction occurred within the North Side fire-limits environment.,"Rebuilding commenced in 1874 and was completed January 1, 1876; the rebuilt church was dedicated January 2. Library finding aids independently confirm the intersection and identify an exterior photograph.",high,false
CHI-POSTFIRE-CHI1876-024,CHI1876-024,1876,Sands House hotel conversion,1876,1876,exact,1876,,,,demolished/unknown,Southeast corner of Wabash Avenue and Madison Street,,,,hotel_conversion,hotel in upper three stories; stores and offices below,,Obadiah Sands (hotel operator),existing commercial masonry building; upper three stories converted,,,adaptive_reuse_conversion,Commercial and library building erected on the old Clifton House site,Conversion of an existing central-business-district masonry building occurred under post-fire occupancy and egress rules; exact permit record is unlocated.,"After the Chicago Public Library left in 1876, the upper three stories were converted to the Sands House. Andreas gives a 100-by-132-foot footprint, 120 guest rooms and capacity of about 300.",high,true
CHI-POSTFIRE-CHI1876-013,CHI1876-013,1876,Sinai Temple,1875,1876,exact,1876,,,,demolished,Southwest corner of Indiana Avenue and Twenty-first Street,,,,synagogue,Reform Jewish worship,Burling and Adler,Chicago Sinai Congregation,substantial stone masonry; Early French Gothic and Oriental design,,,completion_phase,Sinai synagogue at Plymouth Court and Van Buren Street destroyed in 1871,A substantial noncombustible temple replaced the congregation's fire-destroyed downtown synagogue.,"Commenced about April 1875 and dedicated April 8, 1876. Andreas reports approximately $90,000 including sidewalk, furnishings and organ.",high,false
CHI-POSTFIRE-CHI1876-014,CHI1876-014,1876,St. James's Episcopal Church chime,1876,1876,exact,1876,,,,extant/altered/uncertain,Cass Street at Huron Street,65 E Huron St,41.8944,-87.6255,church_tower_addition,nine-bell memorial chime,bell founder not identified,St. James's Episcopal parish; memorial to James Carter,nine bells installed in existing masonry tower,,,equipment_installation,St. James's Episcopal Church reconstruction completed in 1875,Installed in an already reconstructed masonry church; the event did not enlarge the building shell.,A nine-bell chime was first rung on Christmas Day 1876 as a memorial to James Carter. Bell survival and later replacements require parish-archive review.,high,true
CHI-POSTFIRE-CHI1876-016,CHI1876-016,1876,St. John's Catholic Church bell installation,1876,1876,exact,1876,,,,demolished/unknown,St. John's Catholic Church property,,,,church_tower_addition,"6,000-pound church bell",bell founder not identified,St. John's Catholic parish,bell installed in existing church tower,,,equipment_installation,St. John's Catholic Church,An equipment installation within an existing church; no new combustible building fabric is documented.,"The approximately 6,000-pound bell was installed and blessed in 1876 and first rung on St. Patrick's Day. Andreas places construction of a new church in 1877, not 1876.",medium,true
CHI-POSTFIRE-CHI1876-007,CHI1876-007,1876,St. Michael's clergy house reconstruction,1872,1876,exact,1876,,,,extant/altered/uncertain,St. Michael's parish property near North Avenue and New Church Street,Near 1633 N Cleveland Ave,,,clergy_house,Catholic clergy residence,,St. Michael's Catholic parish,masonry; surviving and reconstructed fabric,,,completed_reconstruction,Clergy house damaged in the Great Chicago Fire,The work restored fire-damaged institutional fabric rather than creating a wholly new building.,"Partly restored in 1872, the clergy house was completed in 1876. The current building's degree of surviving 1876 fabric requires architectural survey.",high,true
