building_name_id,building_id,name,name_type,sequence
CHI-POSTFIRE-CHI1876-026-N01,CHI-POSTFIRE-CHI1876-026,Floating Hospital Association lakeshore station,alternate,1
CHI-POSTFIRE-CHI1876-027-N00,CHI-POSTFIRE-CHI1876-027,"Carson, Pirie & Company North Division store opening",canonical,0
CHI-POSTFIRE-CHI1876-027-N01,CHI-POSTFIRE-CHI1876-027,Carson Pirie North Side dry-goods house,alternate,1
CHI-POSTFIRE-CHI1876-028-N00,CHI-POSTFIRE-CHI1876-028,First Baptist Church Sunday-school addition,canonical,0
CHI-POSTFIRE-CHI1876-028-N01,CHI-POSTFIRE-CHI1876-028,First Baptist Church Sunday-school portion,alternate,1
CHI-POSTFIRE-CHI1877-001-N00,CHI-POSTFIRE-CHI1877-001,Chicago City Hall foundation phase,canonical,0
CHI-POSTFIRE-CHI1877-001-N01,CHI-POSTFIRE-CHI1877-001,City Hall and County Court House complex,alternate,1
CHI-POSTFIRE-CHI1877-001-N02,CHI-POSTFIRE-CHI1877-001,fifth Chicago City Hall,alternate,2
CHI-POSTFIRE-CHI1877-002-N00,CHI-POSTFIRE-CHI1877-002,Fuller Street Bridge replacement,canonical,0
CHI-POSTFIRE-CHI1877-002-N01,CHI-POSTFIRE-CHI1877-002,Fuller Street draw bridge,alternate,1
CHI-POSTFIRE-CHI1877-003-N00,CHI-POSTFIRE-CHI1877-003,North Avenue Bridge construction,canonical,0
CHI-POSTFIRE-CHI1877-003-N01,CHI-POSTFIRE-CHI1877-003,North Avenue swing bridge,alternate,1
CHI-POSTFIRE-CHI1877-004-N00,CHI-POSTFIRE-CHI1877-004,North Halsted Street Bridge,canonical,0
CHI-POSTFIRE-CHI1877-004-N01,CHI-POSTFIRE-CHI1877-004,North Halsted swing bridge,alternate,1
CHI-POSTFIRE-CHI1877-005-N00,CHI-POSTFIRE-CHI1877-005,Harrison Street Bridge completion,canonical,0
CHI-POSTFIRE-CHI1877-005-N01,CHI-POSTFIRE-CHI1877-005,Harrison Street wrought-iron swing bridge,alternate,1
CHI-POSTFIRE-CHI1877-006-N00,CHI-POSTFIRE-CHI1877-006,Fullerton Avenue Bridge contract and construction,canonical,0
CHI-POSTFIRE-CHI1877-006-N01,CHI-POSTFIRE-CHI1877-006,Fullerton Avenue pivot bridge,alternate,1
CHI-POSTFIRE-CHI1877-007-N00,CHI-POSTFIRE-CHI1877-007,St. Pius Church enlargement,canonical,0
CHI-POSTFIRE-CHI1877-007-N01,CHI-POSTFIRE-CHI1877-007,St. Pius's Church frame edifice,alternate,1
CHI-POSTFIRE-CHI1877-008-N00,CHI-POSTFIRE-CHI1877-008,Jefferson Park Presbyterian Church,canonical,0
CHI-POSTFIRE-CHI1877-008-N01,CHI-POSTFIRE-CHI1877-008,Jefferson-Park Presbyterian Church,alternate,1
CHI-POSTFIRE-CHI1877-009-N00,CHI-POSTFIRE-CHI1877-009,J. K. Russell & Co. multi-tenant factory,canonical,0
CHI-POSTFIRE-CHI1877-009-N01,CHI-POSTFIRE-CHI1877-009,J. K. Russell factory and planing mill,alternate,1
CHI-POSTFIRE-CHI1877-010-N00,CHI-POSTFIRE-CHI1877-010,J. W. Reedy Elevator Manufacturing factory rebuild,canonical,0
CHI-POSTFIRE-CHI1877-010-N01,CHI-POSTFIRE-CHI1877-010,J. W. Reedy elevator works,alternate,1
CHI-POSTFIRE-CHI1877-011-N00,CHI-POSTFIRE-CHI1877-011,St. Stanislaus Kostka Church construction,canonical,0
CHI-POSTFIRE-CHI1877-011-N01,CHI-POSTFIRE-CHI1877-011,St. Stan's,alternate,1
CHI-POSTFIRE-CHI1877-011-N02,CHI-POSTFIRE-CHI1877-011,present St. Stanislaus Kostka Church,alternate,2
CHI-POSTFIRE-CHI1877-012-N00,CHI-POSTFIRE-CHI1877-012,St. Columbkille Church completion,canonical,0
CHI-POSTFIRE-CHI1877-012-N01,CHI-POSTFIRE-CHI1877-012,St. Columbkill's Church,alternate,1
CHI-POSTFIRE-CHI1877-013-N00,CHI-POSTFIRE-CHI1877-013,Woman's Hospital Medical College first building,canonical,0
CHI-POSTFIRE-CHI1877-013-N01,CHI-POSTFIRE-CHI1877-013,Woman's Medical College,alternate,1
CHI-POSTFIRE-CHI1877-013-N02,CHI-POSTFIRE-CHI1877-013,Woman's College,alternate,2
CHI-POSTFIRE-CHI1877-014-N00,CHI-POSTFIRE-CHI1877-014,Chicago Historical Society temporary building,canonical,0
CHI-POSTFIRE-CHI1877-014-N01,CHI-POSTFIRE-CHI1877-014,Chicago Historical Society II,alternate,1
CHI-POSTFIRE-CHI1877-014-N02,CHI-POSTFIRE-CHI1877-014,temporary building,alternate,2
CHI-POSTFIRE-CHI1877-014-N03,CHI-POSTFIRE-CHI1877-014,north-wing nucleus,alternate,3
CHI-POSTFIRE-CHI1877-015-N00,CHI-POSTFIRE-CHI1877-015,Atwater Building,canonical,0
CHI-POSTFIRE-CHI1877-015-N01,CHI-POSTFIRE-CHI1877-015,J. P. Atwater Building,alternate,1
CHI-POSTFIRE-CHI1877-015-N02,CHI-POSTFIRE-CHI1877-015,Atwater store,alternate,2
CHI-POSTFIRE-CHI1877-016-N00,CHI-POSTFIRE-CHI1877-016,Erie Street Row,canonical,0
CHI-POSTFIRE-CHI1877-016-N01,CHI-POSTFIRE-CHI1877-016,161 East Erie Street Row,alternate,1
CHI-POSTFIRE-CHI1877-016-N02,CHI-POSTFIRE-CHI1877-016,Erie Street Rowhouses,alternate,2
CHI-POSTFIRE-CHI1877-017-N00,CHI-POSTFIRE-CHI1877-017,Perry H. Smith Mansion,canonical,0
CHI-POSTFIRE-CHI1877-017-N01,CHI-POSTFIRE-CHI1877-017,Perry H. Smith residence,alternate,1
CHI-POSTFIRE-CHI1877-017-N02,CHI-POSTFIRE-CHI1877-017,later Kinzie Flats site,alternate,2
CHI-POSTFIRE-CHI1877-018-N00,CHI-POSTFIRE-CHI1877-018,Hotel Brunswick,canonical,0
CHI-POSTFIRE-CHI1877-018-N01,CHI-POSTFIRE-CHI1877-018,Brunswick Hotel,alternate,1
CHI-POSTFIRE-CHI1877-019-N00,CHI-POSTFIRE-CHI1877-019,E. B. Williams Building construction,canonical,0
CHI-POSTFIRE-CHI1877-019-N01,CHI-POSTFIRE-CHI1877-019,E. B. Williams's building,alternate,1
CHI-POSTFIRE-CHI1877-020-N00,CHI-POSTFIRE-CHI1877-020,Michael Burke Stores construction,canonical,0
CHI-POSTFIRE-CHI1877-020-N01,CHI-POSTFIRE-CHI1877-020,Two stores on Michael Burke's property,alternate,1
CHI-POSTFIRE-CHI1877-021-N00,CHI-POSTFIRE-CHI1877-021,Woman's Christian Association boarding house opening,canonical,0
CHI-POSTFIRE-CHI1877-021-N01,CHI-POSTFIRE-CHI1877-021,WCA boarding house,alternate,1
CHI-POSTFIRE-CHI1877-022-N00,CHI-POSTFIRE-CHI1877-022,Interstate Exposition Building temporary Field & Leiter conversion,canonical,0
CHI-POSTFIRE-CHI1877-022-N01,CHI-POSTFIRE-CHI1877-022,Field & Leiter temporary store in Exposition Building,alternate,1
CHI-POSTFIRE-CHI1877-023-N00,CHI-POSTFIRE-CHI1877-023,West Side Water Works engine commissioning,canonical,0
CHI-POSTFIRE-CHI1877-023-N01,CHI-POSTFIRE-CHI1877-023,Twenty-second Street Pumping Station Quintard engines,alternate,1
CHI-POSTFIRE-CHI1877-023-N02,CHI-POSTFIRE-CHI1877-023,Ashland Avenue pumping station engines,alternate,2
CHI-POSTFIRE-CHI1877-024-N00,CHI-POSTFIRE-CHI1877-024,Chicago fire-alarm telegraph expansion,canonical,0
CHI-POSTFIRE-CHI1877-024-N01,CHI-POSTFIRE-CHI1877-024,1877 municipal fire-alarm expansion,alternate,1
CHI-POSTFIRE-CHI1877-025-N00,CHI-POSTFIRE-CHI1877-025,First regular underground fire-alarm cable,canonical,0
CHI-POSTFIRE-CHI1877-025-N01,CHI-POSTFIRE-CHI1877-025,Cass Street underground cable,alternate,1
CHI-POSTFIRE-CHI1877-026-N00,CHI-POSTFIRE-CHI1877-026,United States Government Building cut-stone phase,canonical,0
CHI-POSTFIRE-CHI1877-026-N01,CHI-POSTFIRE-CHI1877-026,"Chicago Custom House, Court House, Post Office, and Sub-Treasury",alternate,1
CHI-POSTFIRE-CHI1878-001-N00,CHI-POSTFIRE-CHI1878-001,St. Joseph's Catholic Church,canonical,0
CHI-POSTFIRE-CHI1878-001-N01,CHI-POSTFIRE-CHI1878-001,St. Joseph Church,alternate,1
CHI-POSTFIRE-CHI1878-001-N02,CHI-POSTFIRE-CHI1878-001,German Catholic Church,alternate,2
CHI-POSTFIRE-CHI1878-002-N00,CHI-POSTFIRE-CHI1878-002,North Avenue Bridge,canonical,0
CHI-POSTFIRE-CHI1878-002-N01,CHI-POSTFIRE-CHI1878-002,North Avenue combination swing bridge,alternate,1
CHI-POSTFIRE-CHI1878-003-N00,CHI-POSTFIRE-CHI1878-003,Fullerton Avenue Pivot Bridge,canonical,0
CHI-POSTFIRE-CHI1878-003-N01,CHI-POSTFIRE-CHI1878-003,Fullerton Avenue bridge at north city limits,alternate,1
CHI-POSTFIRE-CHI1878-004-N00,CHI-POSTFIRE-CHI1878-004,Eighteenth Street Viaduct,canonical,0
CHI-POSTFIRE-CHI1878-004-N01,CHI-POSTFIRE-CHI1878-004,Eighteenth Street viaduct at Lumber Street,alternate,1
CHI-POSTFIRE-CHI1878-005-N00,CHI-POSTFIRE-CHI1878-005,Lincoln Park Permanent Breakwater,canonical,0
CHI-POSTFIRE-CHI1878-005-N01,CHI-POSTFIRE-CHI1878-005,Lincoln Park shore-protection breakwater,alternate,1
CHI-POSTFIRE-CHI1878-006-N00,CHI-POSTFIRE-CHI1878-006,Chicago City Hall and Cook County Court House construction phase,canonical,0
CHI-POSTFIRE-CHI1878-006-N01,CHI-POSTFIRE-CHI1878-006,City Hall and County Court House complex,alternate,1
CHI-POSTFIRE-CHI1878-006-N02,CHI-POSTFIRE-CHI1878-006,fifth Chicago City Hall,alternate,2
CHI-POSTFIRE-CHI1878-007-N00,CHI-POSTFIRE-CHI1878-007,U.S. Government Building and Post Office construction phase,canonical,0
CHI-POSTFIRE-CHI1878-007-N01,CHI-POSTFIRE-CHI1878-007,Chicago Custom House and Post Office,alternate,1
CHI-POSTFIRE-CHI1878-007-N02,CHI-POSTFIRE-CHI1878-007,U.S. Government Building,alternate,2
CHI-POSTFIRE-CHI1878-008-N00,CHI-POSTFIRE-CHI1878-008,First Regiment Illinois National Guard Armory I,canonical,0
CHI-POSTFIRE-CHI1878-008-N01,CHI-POSTFIRE-CHI1878-008,First Regiment Armory,alternate,1
CHI-POSTFIRE-CHI1878-009-N00,CHI-POSTFIRE-CHI1878-009,Academy of Music II,canonical,0
CHI-POSTFIRE-CHI1878-009-N01,CHI-POSTFIRE-CHI1878-009,Second Academy of Music,alternate,1
CHI-POSTFIRE-CHI1878-010-N00,CHI-POSTFIRE-CHI1878-010,Chicago Athenaeum and Retail Block,canonical,0
CHI-POSTFIRE-CHI1878-010-N01,CHI-POSTFIRE-CHI1878-010,Chicago Athenaeum Building,alternate,1
CHI-POSTFIRE-CHI1878-011-N00,CHI-POSTFIRE-CHI1878-011,Chicago Fire Patrol Headquarters at 176 Monroe Street,canonical,0
CHI-POSTFIRE-CHI1878-011-N01,CHI-POSTFIRE-CHI1878-011,Fire Patrol No. 1 headquarters,alternate,1
CHI-POSTFIRE-CHI1878-012-N00,CHI-POSTFIRE-CHI1878-012,Servite Sisters' Industrial Home Convent,canonical,0
CHI-POSTFIRE-CHI1878-012-N01,CHI-POSTFIRE-CHI1878-012,Servite Sisters convent and industrial home,alternate,1
CHI-POSTFIRE-CHI1878-013-N00,CHI-POSTFIRE-CHI1878-013,House of the Good Shepherd North Wing,canonical,0
CHI-POSTFIRE-CHI1878-013-N01,CHI-POSTFIRE-CHI1878-013,Good Shepherd asylum north wing,alternate,1
CHI-POSTFIRE-CHI1878-014-N00,CHI-POSTFIRE-CHI1878-014,Church of the Immaculate Conception Priest's Residence,canonical,0
CHI-POSTFIRE-CHI1878-014-N01,CHI-POSTFIRE-CHI1878-014,Immaculate Conception clergy house,alternate,1
CHI-POSTFIRE-CHI1878-015-N00,CHI-POSTFIRE-CHI1878-015,Third Presbyterian Church on Ashland Avenue,canonical,0
CHI-POSTFIRE-CHI1878-015-N01,CHI-POSTFIRE-CHI1878-015,Third Presbyterian Church,alternate,1
CHI-POSTFIRE-CHI1878-016-N00,CHI-POSTFIRE-CHI1878-016,Misses Grant's Seminary for Young Ladies,canonical,0
CHI-POSTFIRE-CHI1878-016-N01,CHI-POSTFIRE-CHI1878-016,Misses Grant's Seminary,alternate,1
CHI-POSTFIRE-CHI1878-017-N00,CHI-POSTFIRE-CHI1878-017,Newberry Rowhouses,canonical,0
CHI-POSTFIRE-CHI1878-017-N01,CHI-POSTFIRE-CHI1878-017,Newberry Row Houses,alternate,1
CHI-POSTFIRE-CHI1878-018-N00,CHI-POSTFIRE-CHI1878-018,Newberry Rowhouse Barns,canonical,0
CHI-POSTFIRE-CHI1878-018-N01,CHI-POSTFIRE-CHI1878-018,Newberry Rowhouse outbuildings,alternate,1
CHI-POSTFIRE-CHI1878-019-N00,CHI-POSTFIRE-CHI1878-019,Crilly Building,canonical,0
CHI-POSTFIRE-CHI1878-019-N01,CHI-POSTFIRE-CHI1878-019,J. M. W. Jones Printing Building,alternate,1
CHI-POSTFIRE-CHI1878-019-N02,CHI-POSTFIRE-CHI1878-019,later Chicago Stock Exchange Building,alternate,2
CHI-POSTFIRE-CHI1878-020-N00,CHI-POSTFIRE-CHI1878-020,B. R. Chambers Commercial Block,canonical,0
CHI-POSTFIRE-CHI1878-020-N01,CHI-POSTFIRE-CHI1878-020,Blakely & Brown Printing Building,alternate,1
CHI-POSTFIRE-CHI1878-020-N02,CHI-POSTFIRE-CHI1878-020,"Blakely, Brown & Marsh building",alternate,2
CHI-POSTFIRE-CHI1878-021-N00,CHI-POSTFIRE-CHI1878-021,T. B. Campbell Residence,canonical,0
CHI-POSTFIRE-CHI1878-021-N01,CHI-POSTFIRE-CHI1878-021,Campbell House,alternate,1
CHI-POSTFIRE-CHI1878-022-N00,CHI-POSTFIRE-CHI1878-022,L. B. Brasher Flats,canonical,0
CHI-POSTFIRE-CHI1878-022-N01,CHI-POSTFIRE-CHI1878-022,Brasher block of flats,alternate,1
CHI-POSTFIRE-CHI1878-023-N00,CHI-POSTFIRE-CHI1878-023,Daniel Wells Commercial and Hotel Block,canonical,0
CHI-POSTFIRE-CHI1878-023-N01,CHI-POSTFIRE-CHI1878-023,Wells block,alternate,1
CHI-POSTFIRE-CHI1878-024-N00,CHI-POSTFIRE-CHI1878-024,Bemis & McAvoy Brewery East-Side Icehouse of 1878,canonical,0
CHI-POSTFIRE-CHI1878-024-N01,CHI-POSTFIRE-CHI1878-024,Bemis and McAvoy ice house,alternate,1
CHI-POSTFIRE-CHI1878-025-N00,CHI-POSTFIRE-CHI1878-025,Bemis & McAvoy Brewery Brick Barn,canonical,0
CHI-POSTFIRE-CHI1878-025-N01,CHI-POSTFIRE-CHI1878-025,Bemis and McAvoy barn,alternate,1
CHI-POSTFIRE-CHI1878-026-N00,CHI-POSTFIRE-CHI1878-026,Haverly's Theater Reconstruction,canonical,0
CHI-POSTFIRE-CHI1878-026-N01,CHI-POSTFIRE-CHI1878-026,New Adelphi Theater,alternate,1
CHI-POSTFIRE-CHI1878-026-N02,CHI-POSTFIRE-CHI1878-026,later Haverly's Theater,alternate,2
CHI-POSTFIRE-CHI1878-027-N00,CHI-POSTFIRE-CHI1878-027,Hamlin's Theater Reconstruction,canonical,0
CHI-POSTFIRE-CHI1878-027-N01,CHI-POSTFIRE-CHI1878-027,Foley's Billiard Hall,alternate,1
CHI-POSTFIRE-CHI1878-027-N02,CHI-POSTFIRE-CHI1878-027,Hamlin Brothers garden and vaudeville,alternate,2
CHI-POSTFIRE-CHI1878-027-N03,CHI-POSTFIRE-CHI1878-027,later Grand Opera House,alternate,3
CHI-POSTFIRE-CHI1878-028-N00,CHI-POSTFIRE-CHI1878-028,Fullerton Avenue Pile Bridge reported as rebuilt,canonical,0
CHI-POSTFIRE-CHI1878-028-N01,CHI-POSTFIRE-CHI1878-028,Fullerton Avenue 225-foot bridge,alternate,1
CHI-POSTFIRE-CHI1879-001-N00,CHI-POSTFIRE-CHI1879-001,Leiter Building I,canonical,0
CHI-POSTFIRE-CHI1879-001-N01,CHI-POSTFIRE-CHI1879-001,First Leiter Building,alternate,1
CHI-POSTFIRE-CHI1879-001-N02,CHI-POSTFIRE-CHI1879-001,Morris Building,alternate,2
CHI-POSTFIRE-CHI1879-002-N00,CHI-POSTFIRE-CHI1879-002,"Field, Leiter & Co. State Street store occupancy",canonical,0
CHI-POSTFIRE-CHI1879-002-N01,CHI-POSTFIRE-CHI1879-002,Singer Building II,alternate,1
CHI-POSTFIRE-CHI1879-002-N02,CHI-POSTFIRE-CHI1879-002,later Marshall Field State Street store phase,alternate,2
CHI-POSTFIRE-CHI1879-003-N00,CHI-POSTFIRE-CHI1879-003,United States Government Building west-basement post-office phase,canonical,0
CHI-POSTFIRE-CHI1879-003-N01,CHI-POSTFIRE-CHI1879-003,Chicago Post Office and Custom House,alternate,1
CHI-POSTFIRE-CHI1879-003-N02,CHI-POSTFIRE-CHI1879-003,Mullett Government Building,alternate,2
CHI-POSTFIRE-CHI1879-004-N00,CHI-POSTFIRE-CHI1879-004,Central Music Hall,canonical,0
CHI-POSTFIRE-CHI1879-004-N01,CHI-POSTFIRE-CHI1879-004,Central Music Hall Building,alternate,1
CHI-POSTFIRE-CHI1879-005-N00,CHI-POSTFIRE-CHI1879-005,Laflin Building,canonical,0
CHI-POSTFIRE-CHI1879-005-N01,CHI-POSTFIRE-CHI1879-005,Henrietta Building,alternate,1
CHI-POSTFIRE-CHI1879-005-N02,CHI-POSTFIRE-CHI1879-005,Bishop Building,alternate,2
CHI-POSTFIRE-CHI1879-006-N00,CHI-POSTFIRE-CHI1879-006,Cyrus H. McCormick Mansion,canonical,0
CHI-POSTFIRE-CHI1879-006-N01,CHI-POSTFIRE-CHI1879-006,Cyrus McCormick Mansion,alternate,1
CHI-POSTFIRE-CHI1879-006-N02,CHI-POSTFIRE-CHI1879-006,Nettie Fowler McCormick House,alternate,2
CHI-POSTFIRE-CHI1879-007-N00,CHI-POSTFIRE-CHI1879-007,Samuel M. Nickerson House construction start,canonical,0
CHI-POSTFIRE-CHI1879-007-N01,CHI-POSTFIRE-CHI1879-007,Nickerson Mansion,alternate,1
CHI-POSTFIRE-CHI1879-007-N02,CHI-POSTFIRE-CHI1879-007,Driehaus Museum,alternate,2
CHI-POSTFIRE-CHI1879-008-N00,CHI-POSTFIRE-CHI1879-008,Armour Street School,canonical,0
CHI-POSTFIRE-CHI1879-008-N01,CHI-POSTFIRE-CHI1879-008,James Otis School,alternate,1
CHI-POSTFIRE-CHI1879-008-N02,CHI-POSTFIRE-CHI1879-008,James Otis World Language Academy predecessor,alternate,2
CHI-POSTFIRE-CHI1879-009-N00,CHI-POSTFIRE-CHI1879-009,Marquette School,canonical,0
CHI-POSTFIRE-CHI1879-009-N01,CHI-POSTFIRE-CHI1879-009,Old Marquette School,alternate,1
CHI-POSTFIRE-CHI1879-010-N00,CHI-POSTFIRE-CHI1879-010,Raymond School,canonical,0
CHI-POSTFIRE-CHI1879-010-N01,CHI-POSTFIRE-CHI1879-010,James Raymond School,alternate,1
CHI-POSTFIRE-CHI1879-011-N00,CHI-POSTFIRE-CHI1879-011,Kedzie Avenue bridge over the Illinois and Michigan Canal,canonical,0
CHI-POSTFIRE-CHI1879-011-N01,CHI-POSTFIRE-CHI1879-011,Kedzie Avenue canal bridge,alternate,1
CHI-POSTFIRE-CHI1879-012-N00,CHI-POSTFIRE-CHI1879-012,LaSalle Street tunnel south-end footbridge,canonical,0
CHI-POSTFIRE-CHI1879-012-N01,CHI-POSTFIRE-CHI1879-012,LaSalle Street tunnel foot bridge,alternate,1
CHI-POSTFIRE-CHI1879-013-N00,CHI-POSTFIRE-CHI1879-013,Lock Street wooden bridge,canonical,0
CHI-POSTFIRE-CHI1879-013-N01,CHI-POSTFIRE-CHI1879-013,Lock Street bridge,alternate,1
CHI-POSTFIRE-CHI1879-014-N00,CHI-POSTFIRE-CHI1879-014,Eighteenth Street viaduct opening,canonical,0
CHI-POSTFIRE-CHI1879-014-N01,CHI-POSTFIRE-CHI1879-014,Eighteenth Street railroad viaduct,alternate,1
CHI-POSTFIRE-CHI1879-015-N00,CHI-POSTFIRE-CHI1879-015,Chicago fire-alarm system Stock Yards extension,canonical,0
CHI-POSTFIRE-CHI1879-015-N01,CHI-POSTFIRE-CHI1879-015,Stock Yards aerial fire-alarm lines and stations,alternate,1
CHI-POSTFIRE-CHI1879-016-N00,CHI-POSTFIRE-CHI1879-016,Bemis & McAvoy east-side ice house,canonical,0
CHI-POSTFIRE-CHI1879-016-N01,CHI-POSTFIRE-CHI1879-016,Bemis & McAvoy brewery ice house phase,alternate,1
CHI-POSTFIRE-CHI1879-017-N00,CHI-POSTFIRE-CHI1879-017,Bemis & McAvoy brewery office building,canonical,0
CHI-POSTFIRE-CHI1879-017-N01,CHI-POSTFIRE-CHI1879-017,Bemis & McAvoy office,alternate,1
CHI-POSTFIRE-CHI1879-018-N00,CHI-POSTFIRE-CHI1879-018,Holy Family Sodality building,canonical,0
CHI-POSTFIRE-CHI1879-018-N01,CHI-POSTFIRE-CHI1879-018,Holy Family parish sodality hall,alternate,1
CHI-POSTFIRE-CHI1879-019-N00,CHI-POSTFIRE-CHI1879-019,Academy of the Sacred Heart chapel,canonical,0
CHI-POSTFIRE-CHI1879-019-N01,CHI-POSTFIRE-CHI1879-019,Sacred Heart Academy chapel,alternate,1
CHI-POSTFIRE-CHI1879-020-N00,CHI-POSTFIRE-CHI1879-020,Nativity of Our Lord Church,canonical,0
CHI-POSTFIRE-CHI1879-020-N01,CHI-POSTFIRE-CHI1879-020,Nativity Church,alternate,1
CHI-POSTFIRE-CHI1879-021-N00,CHI-POSTFIRE-CHI1879-021,St. Stephen German Evangelical Lutheran Church repair and refit,canonical,0
CHI-POSTFIRE-CHI1879-021-N01,CHI-POSTFIRE-CHI1879-021,St. Stephen's Lutheran Church,alternate,1
CHI-POSTFIRE-CHI1879-022-N00,CHI-POSTFIRE-CHI1879-022,Sixth Presbyterian Church,canonical,0
CHI-POSTFIRE-CHI1879-022-N01,CHI-POSTFIRE-CHI1879-022,Sixth Presbyterian Church of Chicago,alternate,1
CHI-POSTFIRE-CHI1879-023-N00,CHI-POSTFIRE-CHI1879-023,Olympic Theatre renovation and reopening,canonical,0
CHI-POSTFIRE-CHI1879-023-N01,CHI-POSTFIRE-CHI1879-023,Kingsbury Music Hall,alternate,1
CHI-POSTFIRE-CHI1879-023-N02,CHI-POSTFIRE-CHI1879-023,New Chicago Theatre,alternate,2
CHI-POSTFIRE-CHI1879-023-N03,CHI-POSTFIRE-CHI1879-023,Metropolitan Theatre,alternate,3
CHI-POSTFIRE-CHI1879-024-N00,CHI-POSTFIRE-CHI1879-024,Farwell Hall YMCA gymnasium and bath addition,canonical,0
CHI-POSTFIRE-CHI1879-024-N01,CHI-POSTFIRE-CHI1879-024,Farwell Hall Young Men's Christian Association facilities,alternate,1
CHI-POSTFIRE-CHI1879-025-N00,CHI-POSTFIRE-CHI1879-025,C. P. Kimball & Co. carriage building opening,canonical,0
CHI-POSTFIRE-CHI1879-025-N01,CHI-POSTFIRE-CHI1879-025,C. P. Kimball carriage manufactory phase,alternate,1
